"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: febrero 2026"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/mar/2026 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","11/02/2026","24","3631.7711","12.1388","26.053","894.1138","23877.0243","411.8681","247.4272","3327.3202","1516.8667","2133.1248","1459.9499"
"SEN","12/02/2026","1","3555.5926","1.5261","25.8888","893.1155","23466.3192","343.9196","250.6331","2455.2613","1517.9327","2144.8248","1036.4003"
"SEN","12/02/2026","2","3482.7323","0.0885","25.9797","890.0394","22911.3469","270.5327","251.3492","1919.0119","1518.2032","2112.5497","980.9344"
"SEN","12/02/2026","3","3355.8272","0.0876","26.0795","895.8039","22168.9749","267.2604","272.2134","1954.7746","1517.7513","2101.5753","978.1631"
"SEN","12/02/2026","4","3019.6642","0.0868","26.1613","893.3817","22229.2096","275.3681","308.5503","1721.0241","1517.4715","2105.6097","970.8726"
"SEN","12/02/2026","5","2833.5057","0.0841","26.0703","894.7351","22620.9475","276.7803","338.8837","1582.3292","1517.9887","2101.7468","968.0329"
"SEN","12/02/2026","6","2801.5873","0.0837","25.9719","894.0896","23371.8636","271.3591","323.1106","1798.8716","1518.2346","2112.2573","980.8761"
"SEN","12/02/2026","7","2760.6121","3.4921","26.0293","893.1456","24279.1625","277.7447","323.7816","2260.0085","1518.7721","2158.8847","1043.993"
"SEN","12/02/2026","8","2776.1556","281.0919","23.7982","894.3913","24539.8101","270.1649","320.6788","3093.6518","1519.2824","2163.3698","1101.3301"
"SEN","12/02/2026","9","2718.4755","2330.0624","9.2007","894.0621","24106.511","300.7768","293.5804","2485.5902","1520.5311","2151.6868","1094.3998"
"SEN","12/02/2026","10","2524.1067","4669.8791","7.7634","893.4986","22275.2631","309.4521","292.6","2519.3278","1519.9126","2131.4628","1137.4088"
"SEN","12/02/2026","11","2660.7246","5566.2079","7.5894","837.2974","21449.9223","306.9699","291.1275","2296.6561","1519.6682","1906.5427","1149.4273"
"SEN","12/02/2026","12","2766.4798","6022.3856","7.3963","811.1194","21207.1896","303.2548","292.3787","2406.1806","1521.4219","1757.6651","1143.791"
"SEN","12/02/2026","13","2816.4036","6013.5206","11.9266","811.3593","21271.1586","302.7673","293.9211","2482.8187","1523.3557","1762.1651","1118.9373"
"SEN","12/02/2026","14","2801.5587","5749.6142","23.6629","823.98","21762.7038","356.025","290.7978","2532.4291","1522.3994","1833.3443","1134.887"
"SEN","12/02/2026","15","2879.5605","5760.485","24.1572","890.2189","22014.4406","388.9423","288.5735","2262.8754","1521.6925","2101.3635","1155.16"
"SEN","12/02/2026","16","3013.7305","5457.5667","23.9029","891.0848","22408.9967","393.0464","288.1732","2827.3225","1520.485","2144.7712","1178.1504"
"SEN","12/02/2026","17","3267.9872","4799.2824","22.9874","890.6101","22940.9796","369.5325","285.9869","3207.1418","1518.5124","2280.8216","1222.1117"
"SEN","12/02/2026","18","3525.4313","2736.8779","26.0332","894.37","24083.9239","397.7569","287.8721","4052.0308","1516.0166","2324.0825","1245.2512"
"SEN","12/02/2026","19","3894.2923","293.1563","26.0262","1169.7587","25077.1638","426.4224","292.5855","5282.2643","1514.0386","2338.5292","1279.6073"
"SEN","12/02/2026","20","4180.6704","29.2155","25.7911","1352.9265","25241.8441","419.0512","296.8631","6028.8015","1510.8822","2340.2034","1271.7088"
"SEN","12/02/2026","21","4105.2556","22.4872","25.9561","1251.2175","24900.2001","424.9351","296.0455","6097.2515","1508.6773","2343.4653","1266.1631"
"SEN","12/02/2026","22","4069.6913","15.1028","24.7593","1173.6963","24564.1361","392.4379","329.181","5522.8052","1508.9274","2340.2104","1254.806"
"SEN","12/02/2026","23","4116.8767","13.1177","25.9718","1048.5919","24242.7472","297.7925","348.5409","4521.0084","1510.5619","2345.1391","1215.4995"
"SEN","12/02/2026","24","4221.0706","11.1545","25.9641","895.5272","23985.147","262.8933","346.8178","3424.3717","1512.1619","2344.3408","1143.9169"
"SEN","13/02/2026","1","4055.4419","7.6594","26.1452","882.9194","23298.7398","228.1828","349.553","2607.7408","1512.7295","2353.8905","999.1508"
"SEN","13/02/2026","2","3806.1986","0.0981","25.9606","883.5778","22731.0463","225.998","349.2218","2195.1135","1514.8514","2346.5205","915.3712"
"SEN","13/02/2026","3","3358.3613","0.139","26.0211","885.0414","22281.6921","240.891","349.2168","2223.7667","1516.3992","2330.1384","916.4789"
"SEN","13/02/2026","4","3198.006","0.0972","25.7468","884.5563","21937.5149","236.4463","348.225","2055.8589","1517.927","2327.4464","930.8198"
"SEN","13/02/2026","5","2983.5816","0.0985","25.1857","884.1307","22410.4386","240.0498","347.5244","1769.4425","1519.5211","2331.8852","922.8309"
"SEN","13/02/2026","6","2950.998","0.1829","25.8166","883.8721","23014.8666","236.8732","348.138","1804.6421","1520.7834","2398.0068","930.0272"
"SEN","13/02/2026","7","2879.7412","1.021","21.1924","884.9689","24056.9584","241.4705","346.9213","2265.1296","1521.8516","2426.2268","963.7438"
"SEN","13/02/2026","8","3138.1665","251.4877","17.7761","891.4776","24739.3455","261.732","347.5218","2617.807","1523.4168","2418.3082","1005.4443"
"SEN","13/02/2026","9","3085.8272","2628.8053","21.6063","892.9784","23845.6544","260.9637","349.4529","2270.7863","1489.5788","2268.4038","1002.7634"
"SEN","13/02/2026","10","3161.3538","4584.5868","25.1022","897.0107","22305.4077","276.5782","349.5737","2400.8008","1210.6326","2213.433","1012.2031"
"SEN","13/02/2026","11","3526.8476","5254.7219","25.8589","887.3574","21513.5861","261.6554","351.5806","2272.1604","1196.1901","2139.0915","1044.7917"
"SEN","13/02/2026","12","3953.6948","5497.1281","24.6383","887.3352","20896.7177","255.4705","350.7715","2082.2846","1194.5267","2222.2283","1019.7491"
"SEN","13/02/2026","13","4199.3562","5646.713","25.407","886.1833","20849.0028","261.2029","348.249","2038.7013","1194.583","2217.1206","1029.7037"
"SEN","13/02/2026","14","4304.2455","5874.3868","26.0236","885.1765","20897.9766","257.4963","346.9667","2185.3612","1186.2927","2080.7797","1023.9912"
"SEN","13/02/2026","15","4352.4863","5574.0958","24.9081","885.8713","21175.6729","263.3538","348.2147","2466.0665","1209.0117","2154.1475","1022.3583"
"SEN","13/02/2026","16","4408.5865","5486.21","19.8129","885.8414","21505.6555","267.2362","348.9324","2703.7797","1214.1365","2226.0459","1029.4695"
"SEN","13/02/2026","17","4620.133","4846.3748","24.3805","885.3149","21933.3734","275.3641","349.5962","3502.1013","1182.248","2244.4565","1084.7544"
"SEN","13/02/2026","18","4710.8935","2642.8245","23.9866","885.5618","23099.1297","274.6157","350.3059","4454.418","1185.1246","2206.7045","1281.2041"
"SEN","13/02/2026","19","4710.3627","412.9881","25.2457","893.0927","24285.8612","254.965","350.1774","5455.5409","1330.5692","2311.5281","1430.1455"
"SEN","13/02/2026","20","4717.5303","23.357","25.1433","1036.9968","25167.1311","227.566","350.4862","5799.9545","1441.2912","2176.288","1454.0077"
"SEN","13/02/2026","21","4736.2893","19.2489","25.3969","1171.5467","24612.3954","225.7635","350.831","5674.6683","1494.0454","2209.0621","1409.3344"
"SEN","13/02/2026","22","4744.3954","12.0542","26.3996","1173.6606","24232.1584","229.0282","351.628","5098.6589","1505.363","2166.9235","1296.3487"
"SEN","13/02/2026","23","4482.5943","9.954","21.9052","1049.8105","24198.604","240.9473","352.1787","4458.0911","1508.6483","2147.022","1245.7983"
"SEN","13/02/2026","24","4142.4982","5.1989","22.6729","898.8319","24075.1255","231.8881","353.3154","3697.3747","1511.7548","2147.1243","1236.8243"
"SEN","14/02/2026","1","4004.9224","0.613","21.0653","887.3172","23315.6882","227.981","367.4743","2819.7502","1517.058","2078.4124","1206.1018"
"SEN","14/02/2026","2","3930.5498","0.0916","23.7601","887.6172","22831.4768","229.1869","369.0492","2199.9213","1520.5946","2075.9842","1093.6325"
"SEN","14/02/2026","3","3795.3948","0.09","25.7091","887.645","22518.4659","237.8543","369.3992","1672.6296","1522.6085","2069.4456","1074.2647"
"SEN","14/02/2026","4","3800.8195","0.0915","25.6079","887.7351","22055.302","226.8357","369.753","1483.0217","1522.6039","2067.5304","1078.512"
"SEN","14/02/2026","5","3702.9302","0.0893","22.3977","886.6798","22072.365","230.9758","369.9399","1300.9109","1522.1373","2070.2414","1073.1084"
"SEN","14/02/2026","6","3380.1428","0.0882","22.6624","888.0144","22251.8781","235.7252","361.7706","1463.7738","1521.2857","2139.4668","1071.2863"
"SEN","14/02/2026","7","3035.1131","14.1804","25.2362","887.6789","22306.2089","240.8086","345.3567","2015.7625","1520.3742","2246.0261","1090.6145"
"SEN","14/02/2026","8","2566.4301","483.4634","25.7211","889.1254","22657.5268","253.8613","353.1742","2252.5684","1519.4277","2248.8378","1143.4556"
"SEN","14/02/2026","9","2203.4801","3347.3383","25.7592","887.9246","21341.0019","243.2108","366.9887","2028.8313","1521.9015","2217.1293","1127.1636"
"SEN","14/02/2026","10","2473.5543","5818.3239","25.5622","886.0622","19675.8321","223.2737","363.0534","1815.4822","1525.2113","2085.1918","1207.6043"
"SEN","14/02/2026","11","2522.4706","6322.4113","22.3911","884.1389","19175.4614","208.1949","362.1059","1915.5462","1522.6126","2112.9587","1188.9739"
"SEN","14/02/2026","12","2863.69","6469.7423","21.1057","883.677","18979.8212","197.5429","370.7574","1732.2475","1519.0878","2113.6514","1093.7384"
"SEN","14/02/2026","13","3010.1721","6534.4344","25.1004","886.2332","19129.9261","215.9674","368.7954","1906.5417","1515.3755","1681.2029","1092.4772"
"SEN","14/02/2026","14","3113.6255","6158.9482","25.2891","886.276","19120.1684","209.3617","373.1493","2006.2445","1515.6374","1746.1505","1085.8674"
"SEN","14/02/2026","15","3163.3665","6043.0712","24.7918","887.739","19294.0301","200.9705","384.4486","1878.7415","1512.1644","1812.5458","1061.6216"
"SEN","14/02/2026","16","3083.1728","5991.4475","24.0753","873.8151","19502.3473","219.7925","387.9372","2075.702","1510.3192","1846.9132","1131.9809"
"SEN","14/02/2026","17","3169.7863","5814.8346","24.5148","882.9434","19908.2146","260.1852","388.2939","2224.7339","1509.1643","2060.7721","1193.0184"
"SEN","14/02/2026","18","3296.3443","3883.0718","24.9985","888.3955","21121.6598","275.3502","387.9431","3179.2659","1507.4756","2302.1697","1414.1758"
"SEN","14/02/2026","19","2598.5335","665.5377","25.9902","1109.0934","23537.9197","289.1591","387.9872","4542.3563","1505.295","2526.8917","1980.352"
"SEN","14/02/2026","20","1808.0369","21.9287","25.5318","1355.0742","24462.0193","280.0808","388.2796","6111.37","1505.3916","2536.2541","2190.4478"
"SEN","14/02/2026","21","1343.0345","16.858","25.6375","1381.9963","24422.2518","230.6358","389.3647","6067.9639","1506.8466","2520.2688","2192.9363"
"SEN","14/02/2026","22","1363.6905","10.2212","24.8705","1382.1777","24531.1853","226.9444","389.8718","5026.7458","1513.1677","2536.2096","2055.095"
"SEN","14/02/2026","23","1070.6012","10.171","24.7857","1380.9891","24180.1011","231.1115","390.5072","4134.3458","1516.805","2561.3745","1997.072"
"SEN","14/02/2026","24","1095.558","8.1823","20.7017","1380.3775","23765.2336","222.7218","390.2171","2979.8713","1519.17","2534.4779","1903.2935"
"SEN","15/02/2026","1","1633.1891","0.8268","25.1445","1263.729","23040.0403","228.7112","374.8897","2294.5379","1520.5584","2488.5858","1289.1017"
"SEN","15/02/2026","2","1775.9466","0.1005","25.2657","953.3691","22603.5155","260.6604","374.902","1954.2436","1521.9258","2460.0572","1150.5966"
"SEN","15/02/2026","3","1794.4583","0.099","21.4853","889.3527","21857.5534","250.4457","375.1335","1551.1808","1522.236","2452.0374","1118.4811"
"SEN","15/02/2026","4","1742.9262","0.0981","24.4754","888.7702","21640.3051","258.7179","375.2926","1247.782","1521.8434","2395.5772","1092.9657"
"SEN","15/02/2026","5","1707.4237","0.0976","25.082","849.0175","21403.6733","254.5625","375.2632","1230.4703","1521.3","2392.4756","997.4625"
