"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: febrero 2026"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/mar/2026 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","04/02/2026","10","3586.0676","4655.6953","25.8502","786.9838","20494.4413","158.4758","339.2968","2632.2788","1497.754","2203.3991","982.6842"
"SEN","04/02/2026","11","3968.903","5677.1626","24.0011","701.6211","19317.5815","152.6276","331.2577","2535.2908","1496.5676","2030.0829","1010.3607"
"SEN","04/02/2026","12","4224.7468","5754.3964","23.9876","701.9694","19271.7188","233.2328","331.173","2317.04","1495.3311","1863.1577","1025.4908"
"SEN","04/02/2026","13","4252.269","5777.8295","25.0609","701.0424","19395.3579","242.6245","330.9436","2125.6572","1494.2305","1865.828","1025.9353"
"SEN","04/02/2026","14","4194.9674","5711.1995","24.7644","704.9074","19739.2613","237.8648","331.2397","2053.674","1493.8942","1909.3937","1052.3012"
"SEN","04/02/2026","15","4229.5831","5494.0833","25.2805","780.469","20268.367","190.7502","332.1307","2067.01","1493.6344","2191.4167","1062.9484"
"SEN","04/02/2026","16","4182.9663","4878.2117","26.188","871.3664","21118.6364","233.1869","332.7873","2362.9566","1493.4012","2236.8297","1071.5749"
"SEN","04/02/2026","17","4101.0796","3561.9351","25.9355","888.9566","21778.1133","267.2694","332.2644","3729.8896","1492.9162","2321.8497","1089.2452"
"SEN","04/02/2026","18","4102.1577","1613.0566","25.3947","892.2554","23098.9186","269.3326","332.1615","4538.806","1492.4378","2337.4754","1117.6071"
"SEN","04/02/2026","19","4299.5139","199.0234","24.1823","1024.3986","24623.5896","282.0092","332.723","5044.1193","1492.2872","2348.0619","1163.6265"
"SEN","04/02/2026","20","3905.9808","16.7957","24.8806","1178.0366","24429.8378","345.4382","332.798","6143.7007","1492.6653","2343.7459","1170.4453"
"SEN","04/02/2026","21","3843.7305","12.3308","25.9297","1180.805","24100.04","340.1626","333.2603","6057.667","1492.7601","2344.6817","1157.6423"
"SEN","04/02/2026","22","3715.5931","8.8768","25.13","1181.4629","23958.4266","325.604","333.1888","5351.3131","1492.6368","2341.4532","1146.914"
"SEN","04/02/2026","23","3451.6515","5.0527","24.7273","1183.7546","23400.8583","287.7272","334.0582","4717.0899","1493.0007","2341.6588","1102.8031"
"SEN","04/02/2026","24","3354.9412","4.1603","24.3269","1143.8997","22955.36","279.1468","345.3549","3571.0863","1492.7657","2335.911","1026.6433"
"SEN","05/02/2026","1","3252.414","0.2925","25.7813","962.278","22665.5625","264.5577","363.955","2485.3988","1493.054","2329.6135","918.9324"
"SEN","05/02/2026","2","3189.5348","0.1331","22.149","891.8044","22307.7204","256.4806","370.6223","1936.2243","1493.4443","2235.4697","876.2451"
"SEN","05/02/2026","3","3393.4403","0.1301","25.7917","852.1368","21792.1783","245.132","374.0382","1535.0647","1493.9112","2168.0712","848.2836"
"SEN","05/02/2026","4","3503.7573","0.1244","25.9169","815.977","21851.9795","249.7848","374.0043","1293.5227","1494.6497","2174.2375","819.0871"
"SEN","05/02/2026","5","3437.9256","0.1101","24.0324","815.4603","21915.3932","249.0846","373.9675","1337.0544","1495.3791","2171.094","816.5401"
"SEN","05/02/2026","6","3380.447","0.1092","23.5445","815.3661","22210.9845","260.2801","374.2577","1874.7338","1496.4145","2172.1079","824.2011"
"SEN","05/02/2026","7","3239.2355","4.6904","27.1234","867.1838","23043.6972","270.5834","374.2712","2770.2919","1498.7585","2175.5526","909.442"
"SEN","05/02/2026","8","3144.3821","163.6572","26.9302","891.8113","23762.7054","328.7155","372.3298","3254.4217","1499.6943","2177.2315","985.6966"
"SEN","05/02/2026","9","3082.4856","1515.811","26.4493","923.3721","23484.5527","315.5641","373.7628","3257.5332","1500.6836","2144.4983","1100.6771"
"SEN","05/02/2026","10","2822.5269","3178.1403","26.2692","964.338","22739.3455","236.484","372.282","3251.656","1500.617","2065.1155","1103.3527"
"SEN","05/02/2026","11","2713.6618","3836.9738","26.8204","1152.5856","22248.1952","226.7917","371.3936","2754.1202","1501.6369","2174.5257","1101.1047"
"SEN","05/02/2026","12","2621.8429","4369.8138","26.981","1297.204","21738.7417","223.9083","370.6858","2250.8899","1500.1906","2183.0634","1112.9669"
"SEN","05/02/2026","13","2455.2579","4353.752","27.3262","1341.3423","21248.8112","230.2684","368.6214","2470.7168","1500.1326","2192.7727","1114.4206"
"SEN","05/02/2026","14","2245.4236","4687.9267","27.0571","1329.7285","21177.3356","234.428","371.1086","2464.4729","1499.2415","2176.1851","1107.3884"
"SEN","05/02/2026","15","1961.9803","4614.3966","26.6761","1337.4784","21691.2434","234.2493","370.9151","2695.8655","1498.9867","2046.7728","1106.1871"
"SEN","05/02/2026","16","1782.202","4468.3044","26.6605","1345.3908","22119.2528","240.0833","373.7988","3153.4551","1499.7258","2050.6703","1100.9848"
"SEN","05/02/2026","17","1705.9152","4125.3961","26.6318","1363.2357","23024.4676","262.8034","377.1534","3319.7257","1499.3815","2139.9175","1173.974"
"SEN","05/02/2026","18","1805.1405","2545.8312","21.154","1392.3386","23846.7784","364.1885","377.6035","3804.9902","1499.1171","2378.1463","1370.6336"
"SEN","05/02/2026","19","2046.2201","304.3133","25.1122","1396.3911","24968.9184","374.6611","380.0914","5197.8143","1500.377","2398.0541","1385.3061"
"SEN","05/02/2026","20","2493.8415","19.1276","25.4027","1239.6406","25184.0769","413.2379","389.4398","5996.2704","1499.8412","2420.4662","1320.3916"
"SEN","05/02/2026","21","2890.1117","13.9766","27.0854","944.5183","24875.7497","413.1421","391.4216","6100.2063","1500.2241","2392.8341","1098.88"
"SEN","05/02/2026","22","3110.2621","11.0879","25.7641","897.2851","24446.2896","388.7709","392.0868","5603.6443","1500.4012","2204.9792","1053.1962"
"SEN","05/02/2026","23","3136.5424","7.1093","25.254","898.1858","24237.2111","297.4391","392.1012","4345.4681","1500.2462","2203.3162","999.9563"
"SEN","05/02/2026","24","3238.4628","5.1724","26.1205","899.093","23179.0867","296.2326","393.0104","3746.823","1500.1849","2193.4213","960.4242"
"SEN","06/02/2026","1","3184.596","0.4293","26.7245","897.92","22173.4197","296.4143","401.948","3211.5345","1500.6724","2166.6441","833.7096"
"SEN","06/02/2026","2","3055.8437","0.13","26.6941","897.7412","21573.8304","277.6524","402.3407","2786.4517","1500.6115","2154.3635","796.8144"
"SEN","06/02/2026","3","2943.3405","0.1224","24.3543","898.9189","21628.2447","265.8613","402.9348","2213.9626","1501.2114","2137.0826","789.5159"
"SEN","06/02/2026","4","2707.8703","0.1274","24.7001","897.5102","21518.3877","255.4361","402.6884","2154.3571","1501.2597","2196.2512","790.9599"
"SEN","06/02/2026","5","2472.8483","0.1282","26.7945","898.1285","22026.4625","254.1957","403.1615","1863.1168","1501.7023","2287.6348","791.6696"
"SEN","06/02/2026","6","2342.9758","0.1165","25.8626","898.0407","22897.3145","256.375","403.155","1861.3411","1501.1959","2299.1013","815.2381"
"SEN","06/02/2026","7","2121.8623","8.8576","26.0692","899.151","24002.4789","267.0021","403.5168","2699.2549","1501.5061","2307.6979","861.5078"
"SEN","06/02/2026","8","2206.3333","345.7683","26.8067","1035.5951","24265.8748","259.2239","402.1804","3178.1936","1501.3886","2297.6196","931.4686"
"SEN","06/02/2026","9","2271.3377","2927.5558","27.0533","1319.7996","23197.2678","235.8644","399.2317","2346.3335","1502.0027","2182.7563","958.4767"
"SEN","06/02/2026","10","2152.222","5189.9495","26.9683","1378.2572","21692.0523","233.8397","397.9061","1841.351","1501.5322","2047.0837","976.6901"
"SEN","06/02/2026","11","2232.9263","5404.8001","25.2883","1385.189","21315.2415","235.1532","390.0898","1530.9763","1500.7523","2053.2038","977.0815"
"SEN","06/02/2026","12","2227.246","5551.6419","18.569","1382.4077","21163.234","166.4503","387.7561","1435.9515","1499.6847","2050.4026","1003.9437"
"SEN","06/02/2026","13","2156.0034","5453.0178","22.9496","1384.1191","21066.8153","161.7643","380.7846","1588.5769","1498.8519","2053.6319","1023.7511"
"SEN","06/02/2026","14","2045.8901","5355.9967","19.5899","1307.242","21418.4303","158.808","397.6491","1649.1268","1497.4234","2053.0076","1042.5258"
"SEN","06/02/2026","15","2059.054","5269.3064","25.2603","998.9973","21507.0561","195.641","399.4141","2211.6366","1497.1245","2058.8978","1014.9849"
"SEN","06/02/2026","16","2133.7415","4814.1404","23.7183","898.1078","21759.474","205.0676","398.3599","3078.53","1496.9587","2074.5149","1011.7635"
"SEN","06/02/2026","17","2172.0693","4015.3828","25.1792","898.5577","22253.6469","202.7635","400.3572","4037.6591","1496.4262","2082.7958","1028.3659"
"SEN","06/02/2026","18","2276.2054","2225.6828","25.5129","997.5722","23210.2351","189.5044","400.0464","4795.9998","1496.7087","2203.2514","1098.3671"
"SEN","06/02/2026","19","2765.3395","276.7123","26.0472","1324.335","24347.3557","239.9187","401.0661","5410.3033","1495.6607","2243.3064","1145.2953"
"SEN","06/02/2026","20","3267.5189","15.7453","23.6642","1346.2139","24645.0788","264.027","401.3816","5576.4822","1494.7609","2298.1061","1157.0293"
"SEN","06/02/2026","21","3676.6319","10.4585","22.9982","1037.7855","24280.3769","308.8159","402.2264","5471.6051","1494.3622","2199.035","1120.5878"
"SEN","06/02/2026","22","3866.9694","11.9537","25.4055","899.6293","23554.4214","315.6643","401.792","5209.6721","1494.0434","2199.2811","1052.4527"
"SEN","06/02/2026","23","3925.5282","10.1293","25.854","897.5506","22701.2307","290.708","402.076","4878.8998","1493.7049","2202.5704","961.0212"
"SEN","06/02/2026","24","3816.5794","8.2083","26.0822","896.6093","22262.8952","287.1691","402.6407","3962.5779","1493.3589","2160.3058","928.995"
"SEN","07/02/2026","1","3743.2777","0.8486","17.407","897.018","21802.8547","269.4827","402.7775","2883.3748","1493.0986","2130.3717","842.3888"
"SEN","07/02/2026","2","3827.5869","0.1489","12.1422","895.9507","21462.4739","264.9668","401.5805","2026.2944","1493.0573","2134.1764","784.1448"
"SEN","07/02/2026","3","3780.2311","0.1451","12.8657","896.9468","21297.4957","269.5317","403.171","1506.8804","1492.7494","2126.3261","782.0583"
"SEN","07/02/2026","4","3559.3074","0.1435","17.3108","896.5876","21310.8599","263.4695","403.5536","1253.3838","1493.2024","2122.6414","784.3133"
"SEN","07/02/2026","5","3282.6236","0.1331","25.4409","897.2367","21459.8633","268.2693","403.8592","1250.5323","1492.8626","2122.4584","785.2769"
"SEN","07/02/2026","6","3043.6338","0.1251","26.6926","897.8021","21887.4259","264.2067","403.9548","1444.4562","1492.8255","2133.0017","789.2441"
"SEN","07/02/2026","7","2575.0163","8.642","26.8356","898.9362","22164.6238","260.5473","404.3879","2266.1972","1493.0927","2133.4217","824.6228"
"SEN","07/02/2026","8","2315.6714","343.4726","27.1744","897.1191","22199.7788","256.1934","404.3946","2780.3113","1493.5202","2147.257","867.7656"
"SEN","07/02/2026","9","2354.7377","2102.6042","27.3054","897.323","21169.394","253.2865","403.9626","2804.4994","1493.2547","2173.6647","858.6361"
"SEN","07/02/2026","10","2397.6303","3971.0019","26.9083","894.7857","20657.2317","259.3111","401.4832","2125.6209","1492.8431","2058.1958","861.3455"
"SEN","07/02/2026","11","2459.9124","5232.9801","26.4721","896.1941","20145.6889","251.721","401.6332","1295.1213","1492.0822","2043.7583","852.8616"
"SEN","07/02/2026","12","2512.0928","5532.3175","26.7484","896.0499","20213.4887","253.9959","402.503","935.8009","1490.9615","2050.3851","844.5081"
"SEN","07/02/2026","13","2648.7227","5678.4893","26.8169","895.7973","20022.8583","261.5797","403.6059","870.5335","1490.4576","2048.5013","837.9929"
"SEN","07/02/2026","14","2928.1636","5552.6207","26.6299","894.5349","19620.1908","248.2519","402.1218","1170.6112","1489.5354","2036.4534","833.5477"
"SEN","07/02/2026","15","3147.2651","5382.637","22.978","895.0367","19205.5045","246.5646","401.7463","1330.8522","1488.6369","2031.9095","833.9993"
"SEN","07/02/2026","16","3408.3518","5027.5466","25.5726","895.6614","19292.695","270.3301","401.2739","1618.6156","1488.3436","2041.4947","853.3721"
"SEN","07/02/2026","17","3756.8462","4348.3589","25.7186","903.4286","19881.7933","289.357","400.5133","2170.1682","1487.8211","2039.2405","877.4179"
"SEN","07/02/2026","18","4353.2548","2326.3689","24.3883","911.1088","21552.9921","279.5384","400.2322","2642.2061","1486.8826","2069.9632","920.4697"
"SEN","07/02/2026","19","4799.9791","248.6652","24.5971","906.1386","22847.0412","329.8034","401.3514","3736.7113","1482.908","2184.0306","975.8539"
"SEN","07/02/2026","20","5045.1216","16.0452","23.8352","894.2418","23143.9469","297.0661","401.2254","4388.2616","1478.3322","2223.9015","964.5445"
"SEN","07/02/2026","21","4862.1569","13.4738","22.4903","903.7495","22939.4674","286.646","401.9481","4377.3837","1476.9354","2200.199","944.4637"
"SEN","07/02/2026","22","4768.4127","12.217","24.0782","909.7142","22574.8592","275.5723","401.8584","3566.2957","1475.3715","2190.2947","921.162"
"SEN","07/02/2026","23","4992.5611","10.2337","25.7178","909.6972","21868.2471","253.0672","401.5763","2653.5339","1473.9403","2186.142","905.9903"
"SEN","07/02/2026","24","4833.8526","10.1124","23.2623","880.3065","21031.8778","246.1362","401.4244","1992.4457","1473.0186","2212.081","858.9728"
"SEN","08/02/2026","1","4405.8415","1.2907","23.9203","827.227","20062.9622","285.0944","398.8112","2079.9421","1471.2389","1983.7037","800.0311"
"SEN","08/02/2026","2","4045.1492","0.1132","23.435","829.4549","19227.9241","275.6762","399.1391","1871.4218","1468.929","1931.4304","791.3377"
"SEN","08/02/2026","3","4077.1529","0.1108","22.4501","829.6236","18529.9693","276.5855","399.595","1607.046","1470.8216","1919.3321","797.4176"
"SEN","08/02/2026","4","3637.2624","0.1126","18.447","831.1874","18638.2891","279.8375","399.3679","1540.5636","1476.1349","1916.3615","795.2152"
"SEN","08/02/2026","5","3278.8812","0.1128","24.198","832.8759","18876.0095","283.8257","398.84","1441.4608","1481.6091","1930.5548","793.6886"
"SEN","08/02/2026","6","3141.9869","0.1107","24.1923","831.7929","19122.5019","286.3036","398.94","1339.9884","1486.7742","1947.2123","785.49"
"SEN","08/02/2026","7","2901.1994","11.3822","24.0738","831.8173","19210.4286","283.8687","398.4378","1654.2082","1489.4465","1938.4585","785.7303"
"SEN","08/02/2026","8","2592.2087","404.0197","24.7859","828.6088","18849.0224","275.4347","398.4133","1965.6853","1491.2362","1903.1293","789.3598"
"SEN","08/02/2026","9","2464.745","2499.4115","26.3961","817.6901","17360.3214","258.5189","398.0209","1752.4592","1491.5017","1886.8966","761.9"
"SEN","08/02/2026","10","2272.9759","4379.175","21.324","818.6548","16694.0614","243.8455","395.3957","1466.0469","1491.5826","1607.3716","778.8238"
"SEN","08/02/2026","11","2320.0965","4886.0112","16.7712","817.455","16379.2248","234.9901","394.9042","1325.4991","1491.6583","1602.4911","780.3023"
"SEN","08/02/2026","12","2229.1832","5282.2185","17.3888","818.1111","16237.5379","225.033","395.0949","1135.1556","1490.8538","1608.6192","764.2189"
"SEN","08/02/2026","13","2300.3647","5437.885","12.3461","817.743","16045.7192","242.893","395.1165","1158.8934","1489.8113","1606.0756","746.9275"
"SEN","08/02/2026","14","2450.1658","5112.2615","13.3388","852.1219","16085.757","250.404","395.4366","1630.9493","1489.1676","1600.889","744.3406"
"SEN","08/02/2026","15","2559.9434","4759.9375","24.5941","900.4047","16489.9848","256.8324","395.3176","1657.8895","1487.8618","1622.3697","752.9369"
"SEN","08/02/2026","16","2627.7032","4725.25","25.8814","900.1235","16915.692","259.5529","395.1295","1614.3088","1486.1801","1679.7214","746.4398"
"SEN","08/02/2026","17","2878.1735","4575.8917","25.7002","899.9754","17138.4478","271.5416","394.6649","2297.143","1481.7783","1691.8621","786.2392"
"SEN","08/02/2026","18","3435.4289","2600.5033","25.0717","927.3494","18711.2738","299.9456","395.944","2935.9215","1474.0322","1940.0059","859.4834"
"SEN","08/02/2026","19","3884.497","347.9578","26.1438","1234.3213","20504.311","314.5631","396.6001","3878.9015","1468.1848","2266.1687","891.6578"
"SEN","08/02/2026","20","4230.4002","15.2233","24.951","1381.6903","21434.6223","303.7042","397.0747","4556.9372","1467.3441","2304.5609","893.9203"
"SEN","08/02/2026","21","4396.9263","12.4977","24.827","1382.378","21556.1814","306.1326","397.3718","4274.1049","1468.7089","2305.8212","860.3441"
"SEN","08/02/2026","22","4369.1805","13.0159","25.976","1384.1504","21489.6587","306.028","398.561","3554.6721","1469.5429","2310.6007","830.454"
"SEN","08/02/2026","23","4282.3822","9.9794","23.9641","1306.1316","20952.5198","299.6204","399.6379","2720.0967","1470.5964","2293.4928","800.8641"
"SEN","08/02/2026","24","4068.2461","7.1243","24.8302","1062.8275","20154.9322","296.0724","399.8155","2258.7508","1471.7128","2264.5765","804.2778"
"SEN","09/02/2026","1","3977.5519","0.699","24.6562","907.094","19062.3265","231.8641","408.9791","2083.379","1473.073","2164.2289","828.0118"
"SEN","09/02/2026","2","3733.9022","0.0829","25.7335","898.0196","18849.6329","233.5255","409.1774","1719.8689","1477.0776","2090.8259","842.3907"
"SEN","09/02/2026","3","3698.8183","0.0817","24.5824","897.7144","18552.148","223.5826","409.0722","1450.9483","1480.5859","2089.8455","831.5979"
"SEN","09/02/2026","4","3540.0008","0.0831","26.4386","899.024","18210.8587","225.9287","408.4742","1466.4663","1484.4667","2091.3613","836.2687"
"SEN","09/02/2026","5","3431.7533","0.0828","23.908","898.8024","18080.5521","219.6833","398.4641","1636.0901","1487.0093","2091.4081","859.7641"
"SEN","09/02/2026","6","3395.5201","0.0827","19.3211","898.8173","19047.0238","218.5644","383.8425","2020.674","1489.3539","2087.6313","872.3938"
"SEN","09/02/2026","7","3330.5074","9.3627","22.0831","899.7041","20757.1153","256.7321","384.1206","2645.7107","1490.5945","2092.8884","925.6013"
"SEN","09/02/2026","8","3174.56","355.261","26.4648","1000.769","21798.4027","262.9283","384.6546","3089.0922","1491.9484","2129.4259","953.0839"
"SEN","09/02/2026","9","2876.2901","2618.7847","26.402","1266.203","20982.6991","262.3049","383.5292","3051.2541","1492.0768","2104.9936","1000.7274"
"SEN","09/02/2026","10","2569.0875","4945.6965","25.3374","1337.9104","19283.6557","257.5349","379.6097","2847.8849","1493.2468","1969.5431","1114.2561"
"SEN","09/02/2026","11","2831.8216","5714.4146","26.6675","1342.6763","19644.49","250.214","370.7458","2168.9363","1493.2418","1905.6514","1142.3492"
"SEN","09/02/2026","12","2909.7224","5787.8165","26.0159","1354.6273","19434.6657","309.0618","381.368","2359.2226","1491.863","1984.9646","1117.2688"
"SEN","09/02/2026","13","2992.6972","5951.6422","25.8596","1377.1634","18958.6549","312.0301","381.3529","2690.0855","1489.2966","2228.6851","1076.3087"
"SEN","09/02/2026","14","3171.2956","5844.2438","26.1937","1379.1727","19060.565","240.0582","381.5827","2814.5289","1488.5993","2361.1811","988.4839"
"SEN","09/02/2026","15","3517.8427","5627.6542","26.6044","1377.4959","19646.2185","242.0987","380.5624","2641.2252","1486.6276","2395.6363","962.8336"
"SEN","09/02/2026","16","3957.2636","5184.6535","26.6224","1376.7983","20201.8137","240.1483","380.0593","2816.1561","1481.5255","2427.7925","965.5904"
"SEN","09/02/2026","17","4354.6709","4106.9712","27.035","1376.5653","20990.063","369.1696","376.6061","3313.1497","1470.2844","2437.5553","1009.4938"
"SEN","09/02/2026","18","4727.6555","2327.489","26.9552","1377.6908","21862.2233","415.3207","376.8481","3973.0429","1465.2154","2538.2042","1069.1622"
"SEN","09/02/2026","19","4959.4419","329.1588","25.3409","1376.3152","23252.3052","420.6421","378.7058","4830.404","1465.0272","2542.7976","1124.265"
"SEN","09/02/2026","20","5063.5808","23.5896","24.9001","1372.2369","23903.4949","417.3854","382.4738","5453.1212","1463.6236","2541.1448","1075.6487"
"SEN","09/02/2026","21","5137.9052","13.8362","26.8746","1110.9709","23989.6636","342.5826","382.8737","5430.5093","1462.8988","2414.4582","1077.9858"
"SEN","09/02/2026","22","5080.9663","16.0196","25.3532","921.2682","23782.5271","314.1359","383.3676","4880.6559","1464.8326","2353.1796","1036.8752"
"SEN","09/02/2026","23","5001.0535","14.1629","26.8935","904.4598","23337.2608","276.9208","383.8721","3753.5215","1469.4685","2293.8843","961.9181"
"SEN","09/02/2026","24","4862.9603","12.1422","26.4768","892.6615","22293.092","295.5706","384.1439","3203.3724","1475.3321","2198.4675","892.7853"
"SEN","10/02/2026","1","4528.9438","1.5562","26.8473","824.0906","21165.0459","234.0889","383.8071","3264.4516","1479.3219","2099.1265","854.0718"
"SEN","10/02/2026","2","4238.0927","0.0922","26.7167","828.1957","20684.7245","236.5428","384.2775","2925.4368","1482.3116","2077.6466","838.6682"
"SEN","10/02/2026","3","4225.4599","0.0914","26.6883","816.3257","20485.7015","230.1027","384.2277","2416.755","1484.9318","2080.2749","818.9971"
"SEN","10/02/2026","4","4147.9118","0.091","22.5988","816.9071","20448.3364","246.228","384.5542","2215.8662","1486.5797","2082.8676","823.6205"
"SEN","10/02/2026","5","4245.3233","0.0916","20.3305","823.8047","20466.3727","248.4889","385.0239","2022.7833","1487.1034","2084.8858","823.1"
"SEN","10/02/2026","6","4103.7274","0.0909","15.5209","897.2512","21346.0459","252.6254","385.0054","2174.5706","1488.236","2089.2528","862.7616"
"SEN","10/02/2026","7","3933.082","7.0857","19.4676","897.7881","22668.4083","250.9029","385.1914","2556.4456","1489.3258","2112.2506","914.7011"
"SEN","10/02/2026","8","3856.3053","363.045","25.9507","897.7284","23574.9143","249.8434","385.4816","2644.864","1490.1922","2135.4665","957.7807"
"SEN","10/02/2026","9","3857.9513","2520.0173","26.7","952.6997","22768.686","242.1027","384.7517","2290.5765","1490.4623","2134.4096","963.6822"
"SEN","10/02/2026","10","4111.9314","4488.1117","26.4296","1088.3281","21512.575","245.84","380.467","1348.0962","1491.0088","2139.6327","946.4829"
"SEN","10/02/2026","11","4274.0981","5322.5573","26.3068","1187.8564","20500.7211","243.6641","379.1039","1406.6274","1490.8084","2140.9415","957.3138"
"SEN","10/02/2026","12","4023.5209","5631.2091","26.5012","1187.2461","19970.9492","249.4325","377.4615","1815.9034","1490.1233","2132.594","952.3384"
"SEN","10/02/2026","13","3701.2537","5827.6325","24.85","1185.7328","20167.4427","247.9753","376.8112","1977.0214","1488.8889","2123.4001","955.9287"
"SEN","10/02/2026","14","3450.0252","5782.4325","25.4566","1183.7531","20616.9216","274.0536","376.7076","2026.6614","1486.9182","2126.813","953.2782"
"SEN","10/02/2026","15","3202.8435","5676.7268","25.3235","1184.3202","20635.2572","308.3161","375.5066","2667.7587","1484.1607","2126.5097","942.5585"
"SEN","10/02/2026","16","3234.9983","5468.2639","23.0851","1181.669","21049.3297","318.06","359.3317","3064.2695","1480.0982","2270.2275","961.154"
"SEN","10/02/2026","17","3077.7355","4800.9351","20.4652","1294.7866","21952.8178","348.1708","359.4713","3503.7329","1476.6191","2344.2303","1032.1775"
"SEN","10/02/2026","18","3448.539","3065.5858","26.0251","1379.45","22682.5333","355.4171","359.954","4174.3579","1475.1642","2398.4249","1072.3697"
"SEN","10/02/2026","19","3383.9376","421.4177","25.9481","1382.0595","24465.2505","398.8595","360.1707","5553.6609","1474.4135","2439.0667","1112.0063"
"SEN","10/02/2026","20","3513.0313","22.3713","23.5368","1345.1528","25213.4914","390.4046","359.6565","6361.4933","1474.2113","2409.0924","1114.4007"
"SEN","10/02/2026","21","3459.1155","22.0816","20.8006","1076.6698","25073.9935","391.9768","359.8094","6450.1378","1474.6079","2295.9522","1094.2641"
"SEN","10/02/2026","22","3369.245","20.1645","22.9336","910.8","25059.0977","284.3244","358.7771","5773.3121","1476.3255","2243.667","1060.9898"
"SEN","10/02/2026","23","3319.1002","17.2073","26.4153","893.1569","25123.5301","262.2189","360.6226","4437.0124","1479.1166","2244.2555","1006.2923"
"SEN","10/02/2026","24","3020","12.4008","24.9788","892.0427","24678.9201","253.7189","361.0241","3251.1867","1481.9215","2191.4471","994.2442"
"SEN","11/02/2026","1","2719.3246","1.5693","25.3697","892.9357","23778.2824","279.4793","302.2853","2717.0478","1483.3494","2049.0968","828.4274"
"SEN","11/02/2026","2","2319.4828","0.0991","26.2842","893.4289","23443.5231","313.6839","209.2808","2335.7373","1485.7735","2047.7906","797.1303"
"SEN","11/02/2026","3","1952.2504","0.0912","26.2971","893.531","23283.4401","313.4468","205.2637","1907.5617","1490.6194","2064.5241","806.9177"
"SEN","11/02/2026","4","1754.1185","0.0918","26.3004","893.5652","23483.7046","321.9537","205.826","1643.8203","1502.5727","2052.5992","827.1609"
"SEN","11/02/2026","5","1363.7949","0.0914","25.9752","892.2268","23767.392","314.973","205.8785","1740.7202","1508.1522","2063.9039","844.9623"
"SEN","11/02/2026","6","1210.7291","0.0894","26.1874","892.8252","24126.9107","314.4755","205.8703","2157.2751","1508.6791","2216.0216","858.5796"
"SEN","11/02/2026","7","1045.6344","13.1431","24.3858","892.3932","25215.7742","336.6273","207.178","2837.1891","1509.3176","2244.1513","908.4967"
"SEN","11/02/2026","8","1086.1885","404.4642","25.6217","892.8738","25564.5435","419.5256","215.9179","3235.4573","1509.7654","2286.8507","931.3513"
"SEN","11/02/2026","9","1159.398","3078.3171","25.4712","894.1517","23967.997","401.7302","227.7191","3071.0408","1509.7006","2127.1748","934.513"
"SEN","11/02/2026","10","1478.901","5742.464","25.4443","821.3847","21707.367","396.6961","228.1956","2934.6073","1509.1132","2103.6553","979.2429"
"SEN","11/02/2026","11","1792.2395","6445.134","25.7548","811.6911","20803.9885","395.38","219.1502","2637.4142","1507.1601","2011.1385","976.2701"
"SEN","11/02/2026","12","2112.8883","6434.7924","25.8699","902.8835","20931.9125","398.0718","214.0993","2358.8284","1510.34","2010.6108","971.4454"
"SEN","11/02/2026","13","2309.6991","6270.5907","24.4875","927.1658","21054.5909","393.4837","208.9601","2317.529","1519.6332","2011.1229","968.4682"
"SEN","11/02/2026","14","2439.1009","6217.9893","19.897","938.9287","21174.6918","405.1714","224.0303","2315.4689","1519.2575","2020.2045","982.2123"
"SEN","11/02/2026","15","2509.9734","6101.072","19.2689","952.7793","22046.9739","406.046","224.6005","2055.1464","1518.322","2035.9008","986.1404"
"SEN","11/02/2026","16","2583.1244","5796.4505","22.705","1026.8375","21942.9404","405.2594","224.9412","2764.6014","1518.3785","2200.657","971.2939"
"SEN","11/02/2026","17","2628.0654","5326.1691","23.4969","1039.3282","22750.718","409.3361","224.6564","2976.893","1518.358","2248.1846","1329.3268"
"SEN","11/02/2026","18","2613.7188","3398.0867","25.7572","1140.6883","23478.2232","413.5602","258.9316","3659.1184","1517.8812","2367.0201","1843.3906"
"SEN","11/02/2026","19","2826.1066","403.2564","25.1887","1339.8062","24580.8709","424.5254","270.6133","5441.3384","1517.2081","2419.9324","1949.9964"
"SEN","11/02/2026","20","3415.6938","22.5908","24.6602","1366.3295","24900.0391","402.4166","241.1214","6031.5558","1516.9999","2404.405","1920.9813"
"SEN","11/02/2026","21","3648.7838","24.5071","25.9664","1185.1725","24790.1635","453.2428","239.2032","6170.4562","1517.1394","2251.318","1669.9511"
"SEN","11/02/2026","22","3620.2325","15.4123","25.8142","997.4647","24388.4207","478.0818","239.9453","5616.4301","1516.9478","2212.0571","1582.2338"
"SEN","11/02/2026","23","3560.1781","14.1391","26.1143","889.88","24395.4021","437.591","231.276","4701.8871","1517.2872","2130.2589","1533.2245"
