categoria_fuente_subfuente_emision,CO2,CH4,N2O,HFC_23,HFC_410A,HFC_43_10mee,HFC_125,HFC_134,HFC_134a,HFC_404A,HFC_407C,HFC_245fa,HFC_152a,HFC_227ea,HFC_236fa,HFC_365mfc_227ea,HFC_365mfc,HFC_507a,HFC_32,CF4,C2F6,C3F8,C4F6,c_C4F8,C5F8,NF3,SF6,emisiones_tCO2e,emision_neta_carbono_negro_t
[2] Procesos industriales y uso de productos,45064496.36,206483.08,462630.56,969546.31,177.731,0.0,0.0,0.0,780399.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472,273710.61,73194.88,62.041,0.001,22.168,0.0,561.159,76082.71,47907367.6,
[2A] Industria de los minerales,28595829.7,,,,,,,,,,,,,,,,,,,,,,,,,,,28595829.7,
[2A1] Producción de cemento,13813007.4,,,,,,,,,,,,,,,,,,,,,,,,,,,13813007.4,
[2A2] Producción de cal,2534509.13,,,,,,,,,,,,,,,,,,,,,,,,,,,2534509.13,
[2A3] Producción de vidrio,384563.74,,,,,,,,,,,,,,,,,,,,,,,,,,,384563.74,
[2A4] Otros usos de carbonatos,11863749.43,,,,,,,,,,,,,,,,,,,,,,,,,,,11863749.43,
[2A5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B] Industria química,2714715.97,206483.08,462568.37,969402.24,,,,,,,,,,,,,,,,,,,,,,,,4353169.65,
[2B1] Producción de amoniaco,847549.73,,,,,,,,,,,,,,,,,,,,,,,,,,,847549.73,
[2B2] Producción de ácido nítrico,,,298249.02,,,,,,,,,,,,,,,,,,,,,,,,,298249.02,
[2B3] Producción de ácido adípico,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
"[2B4] Producción de caprolactama, glioxil y ácido glioxílico",,,164319.35,,,,,,,,,,,,,,,,,,,,,,,,,164319.35,
[2B5] Producción de carburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B6] Producción de dióxido de titanio,166417.28,,,,,,,,,,,,,,,,,,,,,,,,,,,166417.28,
[2B7] Producción de ceniza de sosa,40020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40020.0,
[2B8] Producción petroquímica y negro de humo,1660728.96,206483.08,,,,,,,,,,,,,,,,,,,,,,,,,,1867212.04,
[2B9] Producción fluoroquímica,,,,969402.24,,,,,,,,,,,,,,,,,,,,,,,,969402.24,
[2B10] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2C] Industria de los metales,13500224.23,0.0,,,,,,,,,,,,,,,,,,273156.0,72885.38,,,,,,,13846265.61,
[2C1] Producción de hierro y acero,13156101.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,13156101.65,
[2C2] Producción de ferroaleaciones,182024.2,,,,,,,,,,,,,,,,,,,,,,,,,,,182024.2,
[2C3] Producción de aluminio,82400.0,,,,,,,,,,,,,,,,,,,273156.0,72885.38,,,,,,,428441.38,
[2C4] Producción de magnesio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C5] Producción de plomo,79698.38,,,,,,,,,,,,,,,,,,,,,,,,,,,79698.38,
[2C6] Producción de zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C7] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D] Uso de productos no energéticos de combustibles y de solvente,205188.41,,,,,,,,,,,,,,,,,,,,,,,,,,,205188.41,
[2D1] Uso de lubricantes,168074.99,,,,,,,,,,,,,,,,,,,,,,,,,,,168074.99,
[2D2] Uso de la cera de parafina,37113.42,,,,,,,,,,,,,,,,,,,,,,,,,,,37113.42,
[2D3] Uso de solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E] Industria electrónica,,,62.192,144.066,,,,,,,,,,,,,,,0.472,554.606,309.509,62.041,0.001,22.168,0.0,561.159,273.028,1989.24,
[2E1] Circuitos integrados o semiconductores,,,62.192,144.066,,,,,,,,,,,,,,,0.472,554.606,309.509,62.041,0.001,22.168,0.0,561.159,273.028,1989.24,
[2E2] Pantalla plana tipo TFT,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,0.0,
[2E3] Células fotovoltaicas,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,
[2E4] Fluido de transferencia térmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,,,,,177.731,0.0,0.0,0.0,780399.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,780577.26,
[2F1] Refrigeración y aire acondicionado,,,,,177.731,,,,780399.53,0.0,0.0,,,,,,,0.0,,,,,,,,,,780577.26,
[2F2] Agentes espumantes,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,0.0,
[2F3] Protección contra incendios,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,0.0,
[2F4] Aerosoles,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.0,
[2F5] Solventes,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,
[2F6] Otras aplicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G] Manufactura y utilización de otros productos,,,,,,,,,,,,,,,,,,,,,,,,,,,75809.68,75809.68,
[2G1] Equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,75809.68,75809.68,
[2G2] SF6 y PFC de otros usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G3] N2O de usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H] Otros,48538.05,,,,,,,,,,,,,,,,,,,,,,,,,,,48538.05,
[2H1] Industria de la pulpa y el papel,48538.05,,,,,,,,,,,,,,,,,,,,,,,,,,,48538.05,
[2H2] Industria de la alimentación y las bebidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H3] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3] Agricultura,1120947.36,82919766.22,22634690.91,,,,,,,,,,,,,,,,,,,,,,,,,106675404.49,3214.98
[3A] Fermentación entérica,,66784472.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,66784472.0,
[3A1] Bovino,,62477374.0,,,,,,,,,,,,,,,,,,,,,,,,,,62477374.0,
[3A2] Ovinos,,1156508.0,,,,,,,,,,,,,,,,,,,,,,,,,,1156508.0,
[3A3] Porcinos,,326926.0,,,,,,,,,,,,,,,,,,,,,,,,,,326926.0,
[3A4a] Búfalos,,86844.0,,,,,,,,,,,,,,,,,,,,,,,,,,86844.0,
[3A4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3A4d] Caprino,,1388817.0,,,,,,,,,,,,,,,,,,,,,,,,,,1388817.0,
[3A4e] Caballos,,967414.0,,,,,,,,,,,,,,,,,,,,,,,,,,967414.0,
[3A4f] Mulas y asnos,,380589.0,,,,,,,,,,,,,,,,,,,,,,,,,,380589.0,
[3A4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B] Gestión del estiércol,,15421624.0,5788785.11,,,,,,,,,,,,,,,,,,,,,,,,,21210409.11,
[3B1] Bovino,,9096784.0,4066021.0,,,,,,,,,,,,,,,,,,,,,,,,,13162805.0,
[3B2] Ovinos,,26824.0,24448.0,,,,,,,,,,,,,,,,,,,,,,,,,51272.0,
[3B3] Porcinos,,4879303.0,414083.0,,,,,,,,,,,,,,,,,,,,,,,,,5293386.0,
[3B4a] Búfalos,,2554.0,8527.0,,,,,,,,,,,,,,,,,,,,,,,,,11081.0,
[3B4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[3B4d] Caprino,,39054.0,20910.0,,,,,,,,,,,,,,,,,,,,,,,,,59964.0,
[3B4e] Caballos,,93040.0,738135.0,,,,,,,,,,,,,,,,,,,,,,,,,831175.0,
[3B4f] Mulas y asnos,,36848.0,267450.0,,,,,,,,,,,,,,,,,,,,,,,,,304298.0,
[3B4g] Aves de corral,,1247217.0,249211.11,,,,,,,,,,,,,,,,,,,,,,,,,1496428.11,
[3B4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B5] Emisiones indirectas de los N2O de la gestión del estiércol,,,2007121.93,,,,,,,,,,,,,,,,,,,,,,,,,2007121.93,
[3C] Cultivo del arroz,,144033.43,,,,,,,,,,,,,,,,,,,,,,,,,,144033.43,
[3D1] Emisiones directas de los N2O de los suelos gestionados,,,9649669.6,,,,,,,,,,,,,,,,,,,,,,,,,9649669.6,
[3D2] Emisiones indirectas de los N2O de los suelos gestionados,,,5016079.89,,,,,,,,,,,,,,,,,,,,,,,,,5016079.89,
[3F] Emisiones de quemado de biomasa en tierras de cultivo,,569636.79,173034.38,,,,,,,,,,,,,,,,,,,,,,,,,742671.16,3214.98
[3G] Encalado,35075.99,,,,,,,,,,,,,,,,,,,,,,,,,,,35075.99,
[3H] aplicación de urea,1085871.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1085871.37,
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",-200839931.55,244947.45,111463.41,,,,,,,,,,,,,,,,,,,,,,,,,-200483520.69,1203.11
[4A] Tierra forestales,-190062633.88,,,,,,,,,,,,,,,,,,,,,,,,,,,-190062633.88,
[4A1] Tierras forestales que permanecen como tal,-189618597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-189618597.0,
[4A2] Tierras convertidas a tierras forestales,-444036.88,,,,,,,,,,,,,,,,,,,,,,,,,,,-444036.88,
[4B] Tierra de cultivo,-13986891.67,,,,,,,,,,,,,,,,,,,,,,,,,,,-13986891.67,
[4B1] Tierras de cultivo que permanecen como tal,-15104436.96,,,,,,,,,,,,,,,,,,,,,,,,,,,-15104436.96,
[4B2] Tierras convertidas a tierras de cultivo,1117545.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1117545.3,
[4C] Praderas,5089382.48,,,,,,,,,,,,,,,,,,,,,,,,,,,5089382.48,
[4C1] Praderas que permanecen como tal,-504935.37,,,,,,,,,,,,,,,,,,,,,,,,,,,-504935.37,
[4C2] Tierras convertidas en praderas,5594317.85,,,,,,,,,,,,,,,,,,,,,,,,,,,5594317.85,
[4D] Humedales,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[4D1] Humedales que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4D2] Tierras convertidas en humedales,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[4E] Asentamientos ,68399.63,,,,,,,,,,,,,,,,,,,,,,,,,,,68399.63,
[4E1] Asentamientos que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4E2] Tierras convertidas en asentamientos,68399.63,,,,,,,,,,,,,,,,,,,,,,,,,,,68399.63,
[4F] Otras tierras ,68399.63,,,,,,,,,,,,,,,,,,,,,,,,,,,68399.63,
[4F1] Otras tierras que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4F1] Tierras convertidas en otras tierras,68399.63,,,,,,,,,,,,,,,,,,,,,,,,,,,68399.63,
[4(IV)] Emisiones de GEI por quemado de biomasa,,244947.45,111463.41,,,,,,,,,,,,,,,,,,,,,,,,,356410.86,1203.11
[4(IV)A] Emisiones de quemado de biomasa en tierras forestales,,209262.69,80627.12,,,,,,,,,,,,,,,,,,,,,,,,,289889.81,973.438
[4(IV)C] Emisiones de quemado de biomasa en tierras praderas,,35684.76,30836.29,,,,,,,,,,,,,,,,,,,,,,,,,66521.05,229.673
[4(IV)H] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[4G] Productos de madera recolectada,-2016587.74,,,,,,,,,,,,,,,,,,,,,,,,,,,-2016587.74,
[4H] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5] Residuos,471734.67,23976200.41,5763868.25,,,,,,,,,,,,,,,,,,,,,,,,,30211803.33,1440.87
[5A] Eliminación de residuos sólidos,,6721115.32,,,,,,,,,,,,,,,,,,,,,,,,,,6721115.32,
[5A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,3921405.24,,,,,,,,,,,,,,,,,,,,,,,,,,3921405.24,
[5A2] Sitios no controlados de eliminación de residuos ,,2061581.21,,,,,,,,,,,,,,,,,,,,,,,,,,2061581.21,
[5A3] Tiraderos a cielo abierto para eliminación de residuos,,738128.87,,,,,,,,,,,,,,,,,,,,,,,,,,738128.87,
[5B] Tratamiento biológico de los residuos sólidos,,98443.22,69877.11,,,,,,,,,,,,,,,,,,,,,,,,,168320.33,
[5C] Incineración y quema a cielo abierto  de residuos,471734.67,1078491.58,235699.19,,,,,,,,,,,,,,,,,,,,,,,,,1785925.45,1440.87
[5C1] Incineración de residuos peligrosos industriales y biológico infeccioso,4727.4,9.672,151.634,,,,,,,,,,,,,,,,,,,,,,,,,4888.71,
[5C2] Quema a cielo abierto de residuos sólidos,467007.27,1078481.91,235547.56,,,,,,,,,,,,,,,,,,,,,,,,,1781036.74,1440.87
[5D] Tratamiento y eliminación de aguas residuales,,16078150.29,5458291.95,,,,,,,,,,,,,,,,,,,,,,,,,21536442.24,
[5D1] Tratamiento y eliminación de aguas residuales municipales,,4772755.67,3894019.33,,,,,,,,,,,,,,,,,,,,,,,,,8666775.0,
[5D2] Tratamiento y eliminación de aguas residuales industriales,,11305394.63,1564272.62,,,,,,,,,,,,,,,,,,,,,,,,,12869667.24,
[5E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMISIONES NETAS (t de CO2e),405219524.15,131579672.97,32223737.12,969546.31,177.731,0.0,0.0,0.0,780399.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472,273710.61,73194.88,62.041,0.001,22.168,0.0,561.159,76082.71,571196691.85,84325.91
Bunkers,2687574.48,518.173,19616.54,,,,,,,,,,,,,,,,,,,,,,,,,2707709.19,38.044
Aviación internacional,2687574.48,518.173,19616.54,,,,,,,,,,,,,,,,,,,,,,,,,2707709.19,38.044
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,27949798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27949798.0,
