categoria_fuente_subfuente_emision,CO2,CH4,N2O,HFC_23,HFC_410A,HFC_43_10mee,HFC_125,HFC_134,HFC_134a,HFC_404A,HFC_407C,HFC_245fa,HFC_152a,HFC_227ea,HFC_236fa,HFC_365mfc_227ea,HFC_365mfc,HFC_507a,HFC_32,CF4,C2F6,C3F8,C4F6,c_C4F8,C5F8,NF3,SF6,emisiones_tCO2e,emision_neta_carbono_negro_t
1B2aii Quemado petróleo,9313052.46,9990560.9,22601.36,,,,,,,,,,,,,,,,,,,,,,,,,19326214.72,4596.65
1B2aiii Otras fugitivas petróleo,42962.97,137643.26,,,,,,,,,,,,,,,,,,,,,,,,,,180606.23,
[1B2b] Gas natural,2535144.53,7095121.61,86.48,,,,,,,,,,,,,,,,,,,,,,,,,9630352.62,
1B2bi Venteo gas natural,2186607.34,3014731.06,,,,,,,,,,,,,,,,,,,,,,,,,,5201338.4,
1B2bii Quemado gas natural,343264.32,223703.23,86.48,,,,,,,,,,,,,,,,,,,,,,,,,567054.03,
1B2biii Otras fugitivas gas natural,5272.87,3856687.32,,,,,,,,,,,,,,,,,,,,,,,,,,3861960.19,
[2] Procesos industriales y uso de productos,49959918.52,198352.91,692883.39,2788160.21,465280.96,27214.06,8669.93,4386.28,5702656.29,6637771.02,136488.99,464025.04,315089.95,12144.9,35115.95,248.779,262.426,1143939.41,1.22,19252.43,1990.19,160.36,0.002,57.4,0.001,1674.64,185862.47,68801607.72,
[2A] Industria de los minerales,26913661.85,,,,,,,,,,,,,,,,,,,,,,,,,,,26913661.85,
[2A1] Producción de cemento,18190160.97,,,,,,,,,,,,,,,,,,,,,,,,,,,18190160.97,
[2A2] Producción de cal,3103815.72,,,,,,,,,,,,,,,,,,,,,,,,,,,3103815.72,
[2A3] Producción de vidrio,577276.12,,,,,,,,,,,,,,,,,,,,,,,,,,,577276.12,
[2A4] Otros usos de carbonatos,5042409.05,,,,,,,,,,,,,,,,,,,,,,,,,,,5042409.05,
[2A5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B] Industria química,2880117.26,194831.39,692673.83,2787787.84,,,,,,,,,,,,,,,,,,,,,,,,6555410.32,
[2B1] Producción de amoniaco,1041685.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1041685.76,
[2B2] Producción de ácido nítrico,,,534104.72,,,,,,,,,,,,,,,,,,,,,,,,,534104.72,
[2B3] Producción de ácido adípico,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
"[2B4] Producción de caprolactama, glioxil y ácido glioxílico",,,158569.11,,,,,,,,,,,,,,,,,,,,,,,,,158569.11,
[2B5] Producción de carburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B6] Producción de dióxido de titanio,201000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,201000.0,
[2B7] Producción de ceniza de sosa,40020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40020.0,
[2B8] Producción petroquímica y negro de humo,1597411.51,194831.39,,,,,,,,,,,,,,,,,,,,,,,,,,1792242.89,
[2B9] Producción fluoroquímica,,,,2787787.84,,,,,,,,,,,,,,,,,,,,,,,,2787787.84,
[2B10] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2C] Industria de los metales,19970169.4,3521.52,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,19973690.92,
[2C1] Producción de hierro y acero,19535537.36,3522.0,,,,,,,,,,,,,,,,,,,,,,,,,,19539058.88,
[2C2] Producción de ferroaleaciones,318551.9,,,,,,,,,,,,,,,,,,,,,,,,,,,318551.9,
[2C3] Producción de aluminio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2C4] Producción de magnesio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C5] Producción de plomo,116080.14,,,,,,,,,,,,,,,,,,,,,,,,,,,116080.14,
[2C6] Producción de zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C7] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D] Uso de productos no energéticos de combustibles y de solvente,144258.24,,,,,,,,,,,,,,,,,,,,,,,,,,,144258.24,
[2D1] Uso de lubricantes,124937.12,,,,,,,,,,,,,,,,,,,,,,,,,,,124937.12,
[2D2] Uso de la cera de parafina,19321.12,,,,,,,,,,,,,,,,,,,,,,,,,,,19321.12,
[2D3] Uso de solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E] Industria electrónica,,,209.552,372.372,,,,,,,,,,,,,,,1.22,19252.43,1990.19,160.36,0.002,57.4,0.001,1674.64,1755.92,25474.09,
[2E1] Circuitos integrados o semiconductores,,,160.751,372.372,,,,,,,,,,,,,,,1.22,1433.51,799.999,160.36,0.002,57.297,0.001,1450.45,705.705,5141.67,
[2E2] Pantalla plana tipo TFT,,,48.802,,,,,,,,,,,,,,,,,46.52,,,,0.103,,224.195,1050.21,1369.83,
[2E3] Células fotovoltaicas,,,,,,,,,,,,,,,,,,,,17772.4,1190.19,,,,,,,18962.59,
[2E4] Fluido de transferencia térmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,,,,,465280.96,27214.06,8669.93,4386.28,5702656.29,6637771.02,136488.99,464025.04,315089.95,12144.9,35115.95,248.779,262.426,1143939.41,,,,,,,,,,14953293.98,
[2F1] Refrigeración y aire acondicionado,,,,,465280.96,,,,5372852.04,6637771.02,136488.99,,,,,,,1143939.41,,,,,,,,,,13756332.42,
[2F2] Agentes espumantes,,,,,,,,4386.28,2934.73,,,464025.04,,,,248.779,,,,,,,,,,,,471594.82,
[2F3] Protección contra incendios,,,,,,,8669.93,,,,,,,12144.9,35115.95,,262.426,,,,,,,,,,,56193.21,
[2F4] Aerosoles,,,,,,,,,326869.52,,,,315089.95,,,0.0,,,,,,,,,,,,641959.47,
[2F5] Solventes,,,,,,27214.06,,,,,,,,,,,,,,,,,,,,,,27214.06,
[2F6] Otras aplicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G] Manufactura y utilización de otros productos,,,,,,,,,,,,,,,,,,,,,,,,,,,184106.55,184106.55,
[2G1] Equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,184106.55,184106.55,
[2G2] SF6 y PFC de otros usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G3] N2O de usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H] Otros,51711.77,,,,,,,,,,,,,,,,,,,,,,,,,,,51711.77,
[2H1] Industria de la pulpa y el papel,51711.77,,,,,,,,,,,,,,,,,,,,,,,,,,,51711.77,
[2H2] Industria de la alimentación y las bebidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H3] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3] Agricultura,1338679.24,90316605.95,29563770.11,,,,,,,,,,,,,,,,,,,,,,,,,121219055.3,3925.42
[3A] Fermentación entérica,,72058466.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,72058466.0,
[3A1] Bovino,,67870036.0,,,,,,,,,,,,,,,,,,,,,,,,,,67870036.0,
[3A2] Ovinos,,1608840.0,,,,,,,,,,,,,,,,,,,,,,,,,,1608840.0,
[3A3] Porcinos,,382953.0,,,,,,,,,,,,,,,,,,,,,,,,,,382953.0,
[3A4a] Búfalos,,268817.0,,,,,,,,,,,,,,,,,,,,,,,,,,268817.0,
[3A4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3A4d] Caprino,,1386575.0,,,,,,,,,,,,,,,,,,,,,,,,,,1386575.0,
[3A4e] Caballos,,433715.0,,,,,,,,,,,,,,,,,,,,,,,,,,433715.0,
[3A4f] Mulas y asnos,,107530.0,,,,,,,,,,,,,,,,,,,,,,,,,,107530.0,
[3A4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B] Gestión del estiércol,,17448998.0,7098501.5,,,,,,,,,,,,,,,,,,,,,,,,,24547499.5,
[3B1] Bovino,,10413651.0,5764412.0,,,,,,,,,,,,,,,,,,,,,,,,,16178063.0,
[3B2] Ovinos,,35218.0,35743.0,,,,,,,,,,,,,,,,,,,,,,,,,70961.0,
[3B3] Porcinos,,5168280.0,506660.0,,,,,,,,,,,,,,,,,,,,,,,,,5674940.0,
[3B4a] Búfalos,,7906.0,26395.0,,,,,,,,,,,,,,,,,,,,,,,,,34301.0,
[3B4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[3B4d] Caprino,,37695.0,20998.0,,,,,,,,,,,,,,,,,,,,,,,,,58693.0,
[3B4e] Caballos,,40308.0,330924.0,,,,,,,,,,,,,,,,,,,,,,,,,371232.0,
[3B4f] Mulas y asnos,,10316.0,73225.0,,,,,,,,,,,,,,,,,,,,,,,,,83541.0,
[3B4g] Aves de corral,,1735624.0,340144.5,,,,,,,,,,,,,,,,,,,,,,,,,2075768.5,
[3B4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B5] Emisiones indirectas de los N2O de la gestión del estiércol,,,2919332.0,,,,,,,,,,,,,,,,,,,,,,,,,2919332.0,
[3C] Cultivo del arroz,,121055.28,,,,,,,,,,,,,,,,,,,,,,,,,,121055.28,
[3D1] Emisiones directas de los N2O de los suelos gestionados,,,12982707.8,,,,,,,,,,,,,,,,,,,,,,,,,12982707.8,
[3D2] Emisiones indirectas de los N2O de los suelos gestionados,,,6354852.17,,,,,,,,,,,,,,,,,,,,,,,,,6354852.17,
[3F] Emisiones de quemado de biomasa en tierras de cultivo,,688086.66,208376.64,,,,,,,,,,,,,,,,,,,,,,,,,896463.31,3925.42
[3G] Encalado,43114.48,,,,,,,,,,,,,,,,,,,,,,,,,,,43114.48,
[3H] aplicación de urea,1295564.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1295564.76,
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",-184070951.7,178216.76,95602.19,,,,,,,,,,,,,,,,,,,,,,,,,-183797132.75,1395.15
[4A] Tierra forestales,-184793787.81,,,,,,,,,,,,,,,,,,,,,,,,,,,-184793787.81,
[4A1] Tierras forestales que permanecen como tal,-181463511.24,,,,,,,,,,,,,,,,,,,,,,,,,,,-181463511.24,
[4A2] Tierras convertidas a tierras forestales,-3330276.57,,,,,,,,,,,,,,,,,,,,,,,,,,,-3330276.57,
[4B] Tierra de cultivo,-11500353.89,,,,,,,,,,,,,,,,,,,,,,,,,,,-11500353.89,
[4B1] Tierras de cultivo que permanecen como tal,-18126156.97,,,,,,,,,,,,,,,,,,,,,,,,,,,-18126156.97,
[4B2] Tierras convertidas a tierras de cultivo,6625803.08,,,,,,,,,,,,,,,,,,,,,,,,,,,6625803.08,
[4C] Praderas,13321729.3,,,,,,,,,,,,,,,,,,,,,,,,,,,13321729.3,
[4C1] Praderas que permanecen como tal,-459461.84,,,,,,,,,,,,,,,,,,,,,,,,,,,-459461.84,
[4C2] Tierras convertidas en praderas,13781191.13,,,,,,,,,,,,,,,,,,,,,,,,,,,13781191.13,
[4D] Humedales,82841.66,,,,,,,,,,,,,,,,,,,,,,,,,,,82841.66,
[4D1] Humedales que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4D2] Tierras convertidas en humedales,82841.66,,,,,,,,,,,,,,,,,,,,,,,,,,,82841.66,
[4E] Asentamientos ,206975.27,,,,,,,,,,,,,,,,,,,,,,,,,,,206975.27,
[4E1] Asentamientos que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4E2] Tierras convertidas en asentamientos,206975.27,,,,,,,,,,,,,,,,,,,,,,,,,,,206975.27,
[4F] Otras tierras ,637993.29,,,,,,,,,,,,,,,,,,,,,,,,,,,637993.29,
[4F1] Otras tierras que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4F1] Tierras convertidas en otras tierras,637993.29,,,,,,,,,,,,,,,,,,,,,,,,,,,637993.29,
[4(IV)] Emisiones de GEI por quemado de biomasa,,178216.76,95602.19,,,,,,,,,,,,,,,,,,,,,,,,,273818.95,1395.15
[4(IV)A] Emisiones de quemado de biomasa en tierras forestales,,114882.22,40872.89,,,,,,,,,,,,,,,,,,,,,,,,,155755.11,846.335
[4(IV)C] Emisiones de quemado de biomasa en tierras praderas,,63334.54,54729.3,,,,,,,,,,,,,,,,,,,,,,,,,118063.84,548.816
[4(IV)H] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[4G] Productos de madera recolectada,-2026349.51,,,,,,,,,,,,,,,,,,,,,,,,,,,-2026349.51,
[4H] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5] Residuos,1269937.47,41898413.86,5582182.12,,,,,,,,,,,,,,,,,,,,,,,,,48750533.45,1479.01
[5A] Eliminación de residuos sólidos,,19642460.09,,,,,,,,,,,,,,,,,,,,,,,,,,19642460.09,
[5A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,12491346.61,,,,,,,,,,,,,,,,,,,,,,,,,,12491346.61,
[5A2] Sitios no controlados de eliminación de residuos ,,5063177.85,,,,,,,,,,,,,,,,,,,,,,,,,,5063177.85,
[5A3] Tiraderos a cielo abierto para eliminación de residuos,,2087935.63,,,,,,,,,,,,,,,,,,,,,,,,,,2087935.63,
[5B] Tratamiento biológico de los residuos sólidos,,126563.96,89837.81,,,,,,,,,,,,,,,,,,,,,,,,,216401.76,
[5C] Incineración y quema a cielo abierto  de residuos,1269937.47,904771.42,199583.57,,,,,,,,,,,,,,,,,,,,,,,,,2374292.46,1479.01
[5C1] Incineración de residuos peligrosos industriales y biológico infeccioso,94797.56,121.855,2002.14,,,,,,,,,,,,,,,,,,,,,,,,,96921.55,
[5C2] Quema a cielo abierto de residuos sólidos,1175139.91,904649.57,197581.43,,,,,,,,,,,,,,,,,,,,,,,,,2277370.91,1479.01
[5D] Tratamiento y eliminación de aguas residuales,,21224618.4,5292760.74,,,,,,,,,,,,,,,,,,,,,,,,,26517379.14,
[5D1] Tratamiento y eliminación de aguas residuales municipales,,4283831.55,2948746.24,,,,,,,,,,,,,,,,,,,,,,,,,7232577.79,
[5D2] Tratamiento y eliminación de aguas residuales industriales,,16940786.85,2344014.5,,,,,,,,,,,,,,,,,,,,,,,,,19284801.36,
[5E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMISIONES NETAS (t de CO2e),481887821.87,160569990.89,38845281.71,2788160.21,465280.96,27214.06,8669.93,4386.28,5702656.29,6637771.02,136488.99,464025.04,315089.95,12144.9,35115.95,248.779,262.426,1143939.41,1.22,19252.43,1990.19,160.36,0.002,57.4,0.001,1674.64,185862.47,699253547.38,72083.44
Bunkers,4063062.83,783.359,29655.75,,,,,,,,,,,,,,,,,,,,,,,,,4093501.94,57.48
Aviación internacional,4063062.83,783.359,29655.75,,,,,,,,,,,,,,,,,,,,,,,,,4093501.94,57.48
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,26805068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,26805068.0,
