categoria_fuente_subfuente_emision,CO2,CH4,N2O,HFC_23,HFC_410A,HFC_43_10mee,HFC_125,HFC_134,HFC_134a,HFC_404A,HFC_407C,HFC_245fa,HFC_152a,HFC_227ea,HFC_236fa,HFC_365mfc_227ea,HFC_365mfc,HFC_507a,HFC_32,CF4,C2F6,C3F8,C4F6,c_C4F8,C5F8,NF3,SF6,emisiones_tCO2e,emision_neta_carbono_negro_t
1B2aii Quemado petróleo,30417838.47,28514201.66,88042.44,,,,,,,,,,,,,,,,,,,,,,,,,59020082.57,20527.38
1B2aiii Otras fugitivas petróleo,55607.5,99077.84,,,,,,,,,,,,,,,,,,,,,,,,,,154685.35,
[1B2b] Gas natural,2673097.55,7228222.06,92.22,,,,,,,,,,,,,,,,,,,,,,,,,9901411.83,
1B2bi Venteo gas natural,2082608.08,2845432.81,,,,,,,,,,,,,,,,,,,,,,,,,,4928040.89,
1B2bii Quemado gas natural,584367.7,10905.43,92.22,,,,,,,,,,,,,,,,,,,,,,,,,595365.35,
1B2biii Otras fugitivas gas natural,6121.77,4371883.82,,,,,,,,,,,,,,,,,,,,,,,,,,4378005.58,
[2] Procesos industriales y uso de productos,51452208.91,201414.34,264957.6,4242779.92,39329.17,0.0,192.837,0.0,3537517.9,2460139.89,19585.53,211329.78,23519.33,0.0,0.0,0.0,0.0,0.0,0.929,1091.78,609.289,122.132,0.001,43.638,0.001,1104.68,140203.76,62596151.42,
[2A] Industria de los minerales,29768005.54,,,,,,,,,,,,,,,,,,,,,,,,,,,29768005.54,
[2A1] Producción de cemento,18512234.35,,,,,,,,,,,,,,,,,,,,,,,,,,,18512234.35,
[2A2] Producción de cal,2781841.25,,,,,,,,,,,,,,,,,,,,,,,,,,,2781841.25,
[2A3] Producción de vidrio,263259.82,,,,,,,,,,,,,,,,,,,,,,,,,,,263259.82,
[2A4] Otros usos de carbonatos,8210670.12,,,,,,,,,,,,,,,,,,,,,,,,,,,8210670.12,
[2A5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B] Industria química,2995731.03,198747.48,264835.17,4242496.32,,,,,,,,,,,,,,,,,,,,,,,,7701810.0,
[2B1] Producción de amoniaco,1074172.21,,,,,,,,,,,,,,,,,,,,,,,,,,,1074172.21,
[2B2] Producción de ácido nítrico,,,127707.21,,,,,,,,,,,,,,,,,,,,,,,,,127707.21,
[2B3] Producción de ácido adípico,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
"[2B4] Producción de caprolactama, glioxil y ácido glioxílico",,,137127.96,,,,,,,,,,,,,,,,,,,,,,,,,137127.96,
[2B5] Producción de carburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B6] Producción de dióxido de titanio,169795.42,,,,,,,,,,,,,,,,,,,,,,,,,,,169795.42,
[2B7] Producción de ceniza de sosa,40020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40020.0,
[2B8] Producción petroquímica y negro de humo,1711743.4,198747.48,,,,,,,,,,,,,,,,,,,,,,,,,,1910490.88,
[2B9] Producción fluoroquímica,,,,4242496.32,,,,,,,,,,,,,,,,,,,,,,,,4242496.32,
[2B10] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2C] Industria de los metales,18465974.93,2666.86,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,18468641.79,
[2C1] Producción de hierro y acero,18119923.38,2666.86,,,,,,,,,,,,,,,,,,,,,,,,,,18122590.24,
[2C2] Producción de ferroaleaciones,286623.8,,,,,,,,,,,,,,,,,,,,,,,,,,,286623.8,
[2C3] Producción de aluminio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2C4] Producción de magnesio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C5] Producción de plomo,59427.75,,,,,,,,,,,,,,,,,,,,,,,,,,,59427.75,
[2C6] Producción de zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C7] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D] Uso de productos no energéticos de combustibles y de solvente,193011.58,,,,,,,,,,,,,,,,,,,,,,,,,,,193011.58,
[2D1] Uso de lubricantes,163218.77,,,,,,,,,,,,,,,,,,,,,,,,,,,163218.77,
[2D2] Uso de la cera de parafina,29792.81,,,,,,,,,,,,,,,,,,,,,,,,,,,29792.81,
[2D3] Uso de solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E] Industria electrónica,,,122.43,283.603,,,,,,,,,,,,,,,0.929,1091.78,609.289,122.132,0.001,43.638,0.001,1104.68,537.473,3915.96,
[2E1] Circuitos integrados o semiconductores,,,122.43,283.603,,,,,,,,,,,,,,,0.929,1091.78,609.289,122.132,0.001,43.638,0.001,1104.68,537.473,3915.96,
[2E2] Pantalla plana tipo TFT,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,0.0,
[2E3] Células fotovoltaicas,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,
[2E4] Fluido de transferencia térmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,,,,,39329.17,0.0,192.837,0.0,3537517.9,2460139.89,19585.53,211329.78,23519.33,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6291614.44,
[2F1] Refrigeración y aire acondicionado,,,,,39329.17,,,,3246593.59,2460139.89,19585.53,,,,,,,0.0,,,,,,,,,,5765648.18,
[2F2] Agentes espumantes,,,,,,,,0.0,2696.44,,,211329.78,,,,0.0,,,,,,,,,,,,214026.21,
[2F3] Protección contra incendios,,,,,,,192.837,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,192.837,
[2F4] Aerosoles,,,,,,,,,288227.88,,,,23519.33,,,0.0,,,,,,,,,,,,311747.2,
[2F5] Solventes,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,
[2F6] Otras aplicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G] Manufactura y utilización de otros productos,,,,,,,,,,,,,,,,,,,,,,,,,,,139666.29,139666.29,
[2G1] Equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,139666.29,139666.29,
[2G2] SF6 y PFC de otros usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G3] N2O de usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H] Otros,29485.83,,,,,,,,,,,,,,,,,,,,,,,,,,,29485.83,
[2H1] Industria de la pulpa y el papel,29485.83,,,,,,,,,,,,,,,,,,,,,,,,,,,29485.83,
[2H2] Industria de la alimentación y las bebidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H3] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3] Agricultura,1634296.41,87237518.29,27154813.04,,,,,,,,,,,,,,,,,,,,,,,,,116026627.74,3482.19
[3A] Fermentación entérica,,69872495.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,69872495.0,
[3A1] Bovino,,65652503.0,,,,,,,,,,,,,,,,,,,,,,,,,,65652503.0,
[3A2] Ovinos,,1455263.0,,,,,,,,,,,,,,,,,,,,,,,,,,1455263.0,
[3A3] Porcinos,,330344.0,,,,,,,,,,,,,,,,,,,,,,,,,,330344.0,
[3A4a] Búfalos,,184829.0,,,,,,,,,,,,,,,,,,,,,,,,,,184829.0,
[3A4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3A4d] Caprino,,1428762.0,,,,,,,,,,,,,,,,,,,,,,,,,,1428762.0,
[3A4e] Caballos,,619889.0,,,,,,,,,,,,,,,,,,,,,,,,,,619889.0,
[3A4f] Mulas y asnos,,200905.0,,,,,,,,,,,,,,,,,,,,,,,,,,200905.0,
[3A4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B] Gestión del estiércol,,16583278.0,5750056.0,,,,,,,,,,,,,,,,,,,,,,,,,22333334.0,
[3B1] Bovino,,10014892.0,4336009.0,,,,,,,,,,,,,,,,,,,,,,,,,14350901.0,
[3B2] Ovinos,,31235.0,32465.0,,,,,,,,,,,,,,,,,,,,,,,,,63700.0,
[3B3] Porcinos,,4793406.0,431949.0,,,,,,,,,,,,,,,,,,,,,,,,,5225355.0,
[3B4a] Búfalos,,5436.0,18149.0,,,,,,,,,,,,,,,,,,,,,,,,,23585.0,
[3B4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[3B4d] Caprino,,37469.0,21738.0,,,,,,,,,,,,,,,,,,,,,,,,,59207.0,
[3B4e] Caballos,,56404.0,472974.0,,,,,,,,,,,,,,,,,,,,,,,,,529378.0,
[3B4f] Mulas y asnos,,17781.0,139527.0,,,,,,,,,,,,,,,,,,,,,,,,,157308.0,
[3B4g] Aves de corral,,1626655.0,297245.0,,,,,,,,,,,,,,,,,,,,,,,,,1923900.0,
[3B4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B5] Emisiones indirectas de los N2O de la gestión del estiércol,,,2644580.83,,,,,,,,,,,,,,,,,,,,,,,,,2644580.83,
[3C] Cultivo del arroz,,143630.48,,,,,,,,,,,,,,,,,,,,,,,,,,143630.48,
[3D1] Emisiones directas de los N2O de los suelos gestionados,,,12346781.0,,,,,,,,,,,,,,,,,,,,,,,,,12346781.0,
[3D2] Emisiones indirectas de los N2O de los suelos gestionados,,,6218796.3,,,,,,,,,,,,,,,,,,,,,,,,,6218796.3,
[3F] Emisiones de quemado de biomasa en tierras de cultivo,,638114.8,194598.91,,,,,,,,,,,,,,,,,,,,,,,,,832713.71,3482.19
[3G] Encalado,37741.17,,,,,,,,,,,,,,,,,,,,,,,,,,,37741.17,
[3H] aplicación de urea,1596555.24,,,,,,,,,,,,,,,,,,,,,,,,,,,1596555.24,
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",-193455906.93,515163.42,210370.62,,,,,,,,,,,,,,,,,,,,,,,,,-192730372.88,1752.76
[4A] Tierra forestales,-187982931.32,,,,,,,,,,,,,,,,,,,,,,,,,,,-187982931.32,
[4A1] Tierras forestales que permanecen como tal,-185984765.38,,,,,,,,,,,,,,,,,,,,,,,,,,,-185984765.38,
[4A2] Tierras convertidas a tierras forestales,-1998165.94,,,,,,,,,,,,,,,,,,,,,,,,,,,-1998165.94,
[4B] Tierra de cultivo,-10302766.01,,,,,,,,,,,,,,,,,,,,,,,,,,,-10302766.01,
[4B1] Tierras de cultivo que permanecen como tal,-16060761.97,,,,,,,,,,,,,,,,,,,,,,,,,,,-16060761.97,
[4B2] Tierras convertidas a tierras de cultivo,5757995.96,,,,,,,,,,,,,,,,,,,,,,,,,,,5757995.96,
[4C] Praderas,6932263.99,,,,,,,,,,,,,,,,,,,,,,,,,,,6932263.99,
[4C1] Praderas que permanecen como tal,-473220.94,,,,,,,,,,,,,,,,,,,,,,,,,,,-473220.94,
[4C2] Tierras convertidas en praderas,7405484.93,,,,,,,,,,,,,,,,,,,,,,,,,,,7405484.93,
[4D] Humedales,81018.75,,,,,,,,,,,,,,,,,,,,,,,,,,,81018.75,
[4D1] Humedales que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4D2] Tierras convertidas en humedales,81018.75,,,,,,,,,,,,,,,,,,,,,,,,,,,81018.75,
[4E] Asentamientos ,309519.74,,,,,,,,,,,,,,,,,,,,,,,,,,,309519.74,
[4E1] Asentamientos que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4E2] Tierras convertidas en asentamientos,309519.74,,,,,,,,,,,,,,,,,,,,,,,,,,,309519.74,
[4F] Otras tierras ,124869.97,,,,,,,,,,,,,,,,,,,,,,,,,,,124869.98,
[4F1] Otras tierras que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4F1] Tierras convertidas en otras tierras,124869.98,,,,,,,,,,,,,,,,,,,,,,,,,,,124869.98,
[4(IV)] Emisiones de GEI por quemado de biomasa,,515163.42,210370.62,,,,,,,,,,,,,,,,,,,,,,,,,725534.05,1752.76
[4(IV)A] Emisiones de quemado de biomasa en tierras forestales,,459503.63,162273.3,,,,,,,,,,,,,,,,,,,,,,,,,621776.94,1479.52
[4(IV)C] Emisiones de quemado de biomasa en tierras praderas,,55659.79,48097.32,,,,,,,,,,,,,,,,,,,,,,,,,103757.11,273.245
[4(IV)H] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[4G] Productos de madera recolectada,-2617882.06,,,,,,,,,,,,,,,,,,,,,,,,,,,-2617882.06,
[4H] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5] Residuos,981917.71,32220968.14,5340019.51,,,,,,,,,,,,,,,,,,,,,,,,,38542905.35,1454.7
[5A] Eliminación de residuos sólidos,,11712013.42,,,,,,,,,,,,,,,,,,,,,,,,,,11712013.42,
[5A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,6964070.91,,,,,,,,,,,,,,,,,,,,,,,,,,6964070.91,
[5A2] Sitios no controlados de eliminación de residuos ,,3376835.34,,,,,,,,,,,,,,,,,,,,,,,,,,3376835.34,
[5A3] Tiraderos a cielo abierto para eliminación de residuos,,1371107.18,,,,,,,,,,,,,,,,,,,,,,,,,,1371107.18,
[5B] Tratamiento biológico de los residuos sólidos,,119854.22,85075.09,,,,,,,,,,,,,,,,,,,,,,,,,204929.32,
[5C] Incineración y quema a cielo abierto  de residuos,981917.71,935134.04,205693.85,,,,,,,,,,,,,,,,,,,,,,,,,2122745.6,1454.7
[5C1] Incineración de residuos peligrosos industriales y biológico infeccioso,43964.5,74.808,1470.75,,,,,,,,,,,,,,,,,,,,,,,,,45510.06,
[5C2] Quema a cielo abierto de residuos sólidos,937953.21,935059.23,204223.1,,,,,,,,,,,,,,,,,,,,,,,,,2077235.54,1454.7
[5D] Tratamiento y eliminación de aguas residuales,,19453966.46,5049250.57,,,,,,,,,,,,,,,,,,,,,,,,,24503217.02,
[5D1] Tratamiento y eliminación de aguas residuales municipales,,4717805.97,3010279.52,,,,,,,,,,,,,,,,,,,,,,,,,7728085.49,
[5D2] Tratamiento y eliminación de aguas residuales industriales,,14736160.49,2038971.05,,,,,,,,,,,,,,,,,,,,,,,,,16775131.54,
[5E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMISIONES NETAS (t de CO2e),506278328.27,168710880.52,36609957.74,4242779.92,39329.17,0.0,192.837,0.0,3537517.9,2460139.89,19585.53,211329.78,23519.33,0.0,0.0,0.0,0.0,0.0,0.929,1091.78,609.289,122.132,0.001,43.638,0.001,1104.68,140203.76,722276737.11,90856.3
Bunkers,3635601.98,700.955,26536.14,,,,,,,,,,,,,,,,,,,,,,,,,3662839.07,51.462
Aviación internacional,3635601.98,700.955,26536.14,,,,,,,,,,,,,,,,,,,,,,,,,3662839.07,51.462
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,27441816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,27441816.0,
