categoria_fuente_subfuente_emision,CO2,CH4,N2O,HFC_23,HFC_410A,HFC_43_10mee,HFC_125,HFC_134,HFC_134a,HFC_404A,HFC_407C,HFC_245fa,HFC_152a,HFC_227ea,HFC_236fa,HFC_365mfc_227ea,HFC_365mfc,HFC_507a,HFC_32,CF4,C2F6,C3F8,C4F6,c_C4F8,C5F8,NF3,SF6,emisiones_tCO2e,emision_neta_carbono_negro_t
1A1cii Otras Industrias de la energía  ,25893797.95,13854.51,15255.06,,,,,,,,,,,,,,,,,,,,,,,,,25922907.52,305.281
[1A2] Industrias manufactura y de la construcción,61765881.65,97164.55,128585.13,,,,,,,,,,,,,,,,,,,,,,,,,61991631.33,788.337
[1A2a] Hierro y acero,5208451.77,2618.23,2637.76,,,,,,,,,,,,,,,,,,,,,,,,,5213707.76,20.555
[1A2b] Metales no ferrosos,1547236.86,972.66,1340.24,,,,,,,,,,,,,,,,,,,,,,,,,1549549.77,11.045
[1A2c] Sustancias químicas,4784214.23,2593.74,2917.94,,,,,,,,,,,,,,,,,,,,,,,,,4789725.9,21.738
1A2ci Petroquímica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A2cii Industria química,4750221.19,2569.63,2882.67,,,,,,,,,,,,,,,,,,,,,,,,,4755673.49,21.625
1A2ciii Fertilizantes,33993.04,24.105,35.265,,,,,,,,,,,,,,,,,,,,,,,,,34052.41,0.114
"[1A2d] Pulpa, papel e imprenta",2824743.47,1804.57,2463.95,,,,,,,,,,,,,,,,,,,,,,,,,2829011.99,41.47
"[1A2e] Procesamiento de alimentos, bebidas y tabaco",589238.54,31927.71,40522.1,,,,,,,,,,,,,,,,,,,,,,,,,661688.35,414.531
1A2ei elaboración de azúcares,0.0,31409.76,39636.12,,,,,,,,,,,,,,,,,,,,,,,,,71045.88,407.953
1A2eii elaboración de bebidas,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1A2eiii elaboración de productos de tabaco,509805.23,433.901,726.887,,,,,,,,,,,,,,,,,,,,,,,,,510966.02,2.277
1A2eiiii elaboración de cerveza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A2eiiiii elaboración de alimentos,79433.3,84.049,159.092,,,,,,,,,,,,,,,,,,,,,,,,,79676.44,4.301
[1A2f] Minerales no metálicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A2g] Equipo de transporte,470781.83,272.102,333.468,,,,,,,,,,,,,,,,,,,,,,,,,471387.4,1.396
[1A2h] Maquinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A2i] Minería (con excepción de combustibles) y cantería,6487618.92,8506.87,13437.22,,,,,,,,,,,,,,,,,,,,,,,,,6509563.01,35.106
[1A2j] Madera y productos de la madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A2k] Construcción,444786.57,512.858,970.766,,,,,,,,,,,,,,,,,,,,,,,,,446270.2,1.971
[1A2l] Textiles y cueros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A2m] Industria no especificada,39408809.46,47955.81,63961.69,,,,,,,,,,,,,,,,,,,,,,,,,39520726.97,240.526
1A2mi Fabricación de vidrio y productos de vidrio,3457549.2,1716.19,1694.32,,,,,,,,,,,,,,,,,,,,,,,,,3460959.7,12.568
1A2mii Fabricación de productos de hule,568684.9,411.006,613.882,,,,,,,,,,,,,,,,,,,,,,,,,569709.79,4.83
1A2miii Otras ramas,35382575.37,45828.62,61653.5,,,,,,,,,,,,,,,,,,,,,,,,,35490057.48,223.128
[1A3] Transporte,175635182.28,490925.07,2118373.26,,,,,,,,,,,,,,,,,,,,,,,,,178244480.6,13640.26
[1A3a] Aviación civil,6870208.09,1324.58,50144.73,,,,,,,,,,,,,,,,,,,,,,,,,6921677.4,97.192
[1A3b] Autotransporte,164405070.6,480142.16,1837444.54,,,,,,,,,,,,,,,,,,,,,,,,,166722657.29,13418.8
[1A3c] Ferrocarriles,2057810.43,3282.29,214083.46,,,,,,,,,,,,,,,,,,,,,,,,,2275176.18,48.52
[1A3d] Navegación marítima y fluvial,2302093.16,6176.05,16700.53,,,,,,,,,,,,,,,,,,,,,,,,,2324969.74,75.752
[1A3e] Otro transporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A4] Otros sectores,34362379.85,365646.59,377781.41,,,,,,,,,,,,,,,,,,,,,,,,,35105807.85,38447.08
[1A4a] Comercial/institucional,5196030.13,11640.1,2402.78,,,,,,,,,,,,,,,,,,,,,,,,,5210073.01,2433.63
[1A4b] Residencial,19462312.66,317311.01,354830.42,,,,,,,,,,,,,,,,,,,,,,,,,20134454.09,35742.85
[1A4c] Agropecuario/silvicultura/pesca/piscifactorías,9704037.06,36695.48,20548.21,,,,,,,,,,,,,,,,,,,,,,,,,9761280.75,270.6
[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,18170112.73,24036067.68,49238.5,,,,,,,,,,,,,,,,,,,,,,,,,42255418.91,4805.68
[1B1] Combustibles sólidos,84361.75,2967251.79,,,,,,,,,,,,,,,,,,,,,,,,,,3051613.54,
[1B1a] Minería carbonífera y manejo del carbón,84361.75,2967251.79,,,,,,,,,,,,,,,,,,,,,,,,,,3051613.54,
[1B1ai] Minas subterráneas,80342.3,2846171.9,,,,,,,,,,,,,,,,,,,,,,,,,,2926514.2,
[1B1aii] Minas superficie,4019.45,121079.89,,,,,,,,,,,,,,,,,,,,,,,,,,125099.34,
[1B1b] Combustión espontánea y vertederos para quema de carbón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1B2] Petróleo y gas natural,18085750.98,21068815.89,49238.5,,,,,,,,,,,,,,,,,,,,,,,,,39203805.37,4805.68
[1B2a] Petróleo,15704180.39,14651019.74,49179.36,,,,,,,,,,,,,,,,,,,,,,,,,30404379.49,
1B2ai Venteo petróleo,4508245.96,4396105.68,,,,,,,,,,,,,,,,,,,,,,,,,,8904351.64,
1B2aii Quemado petróleo,11161206.81,10124735.58,49179.36,,,,,,,,,,,,,,,,,,,,,,,,,21335121.75,4805.68
1B2aiii Otras fugitivas petróleo,34727.62,130178.48,,,,,,,,,,,,,,,,,,,,,,,,,,164906.1,
[1B2b] Gas natural,2381570.59,6417796.15,59.14,,,,,,,,,,,,,,,,,,,,,,,,,8799425.88,
1B2bi Venteo gas natural,1952470.86,3027366.17,,,,,,,,,,,,,,,,,,,,,,,,,,4979837.03,
1B2bii Quemado gas natural,425249.25,208421.68,59.14,,,,,,,,,,,,,,,,,,,,,,,,,633730.07,
1B2biii Otras fugitivas gas natural,3850.48,3182008.3,,,,,,,,,,,,,,,,,,,,,,,,,,3185858.78,
[2] Procesos industriales y uso de productos,48841739.06,153800.99,690798.18,447.516,820033.07,17542.15,23630.98,286.496,6267306.75,7295438.73,187784.93,495597.14,462335.57,26662.98,60393.22,4774.23,486.463,1477369.64,1.466,22404.69,2343.35,192.721,0.002,68.963,0.001,1967.66,217012.25,67070419.19,
[2A] Industria de los minerales,28497472.98,,,,,,,,,,,,,,,,,,,,,,,,,,,28497472.98,
[2A1] Producción de cemento,19637318.91,,,,,,,,,,,,,,,,,,,,,,,,,,,19637318.91,
[2A2] Producción de cal,3472221.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3472221.2,
[2A3] Producción de vidrio,695465.05,,,,,,,,,,,,,,,,,,,,,,,,,,,695465.05,
[2A4] Otros usos de carbonatos,4692467.82,,,,,,,,,,,,,,,,,,,,,,,,,,,4692467.82,
[2A5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B] Industria química,2204021.9,151756.71,690556.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,3046334.73,
[2B1] Producción de amoniaco,638533.3,,,,,,,,,,,,,,,,,,,,,,,,,,,638533.3,
[2B2] Producción de ácido nítrico,,,541188.34,,,,,,,,,,,,,,,,,,,,,,,,,541188.34,
[2B3] Producción de ácido adípico,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
"[2B4] Producción de caprolactama, glioxil y ácido glioxílico",,,149367.78,,,,,,,,,,,,,,,,,,,,,,,,,149367.78,
[2B5] Producción de carburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B6] Producción de dióxido de titanio,269151.06,,,,,,,,,,,,,,,,,,,,,,,,,,,269151.06,
[2B7] Producción de ceniza de sosa,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B8] Producción petroquímica y negro de humo,1296337.55,151756.71,,,,,,,,,,,,,,,,,,,,,,,,,,1448094.25,
[2B9] Producción fluoroquímica,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2B10] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2C] Industria de los metales,17981214.96,2044.28,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,17983259.24,
[2C1] Producción de hierro y acero,17589540.0,2044.28,,,,,,,,,,,,,,,,,,,,,,,,,,17591584.28,
[2C2] Producción de ferroaleaciones,297839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,297839.0,
[2C3] Producción de aluminio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[2C4] Producción de magnesio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C5] Producción de plomo,93835.96,,,,,,,,,,,,,,,,,,,,,,,,,,,93835.96,
[2C6] Producción de zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C7] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D] Uso de productos no energéticos de combustibles y de solvente,122568.32,,,,,,,,,,,,,,,,,,,,,,,,,,,122568.32,
[2D1] Uso de lubricantes,105735.09,,,,,,,,,,,,,,,,,,,,,,,,,,,105735.09,
[2D2] Uso de la cera de parafina,16833.23,,,,,,,,,,,,,,,,,,,,,,,,,,,16833.23,
[2D3] Uso de solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E] Industria electrónica,,,242.061,447.516,,,,,,,,,,,,,,,1.466,22404.69,2343.35,192.721,0.002,68.963,0.001,1967.66,1899.82,29568.25,
[2E1] Circuitos integrados o semiconductores,,,193.19,447.516,,,,,,,,,,,,,,,1.466,1722.79,961.438,192.721,0.002,68.86,0.001,1743.15,848.115,6179.25,
[2E2] Pantalla plana tipo TFT,,,48.871,,,,,,,,,,,,,,,,,46.586,,,,0.103,,224.512,1051.7,1371.77,
[2E3] Células fotovoltaicas,,,,,,,,,,,,,,,,,,,,20635.32,1381.91,,,,,,,22017.23,
[2E4] Fluido de transferencia térmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,,,,,820033.07,17542.15,23630.98,286.496,6267306.75,7295438.73,187784.93,495597.14,462335.57,26662.98,60393.22,4774.23,486.463,1477369.64,,,,,,,,,,17139642.35,
[2F1] Refrigeración y aire acondicionado,,,,,820033.07,,,,5875435.15,7295438.73,187784.93,,,,,,,1477369.64,,,,,,,,,,15656061.52,
[2F2] Agentes espumantes,,,,,,,,286.496,3777.23,,,495597.14,,,,4774.23,,,,,,,,,,,,504435.1,
[2F3] Protección contra incendios,,,,,,,23630.98,,,,,,,26662.98,60393.22,,486.463,,,,,,,,,,,111173.64,
[2F4] Aerosoles,,,,,,,,,388094.38,,,,462335.57,,,0.0,,,,,,,,,,,,850429.95,
[2F5] Solventes,,,,,,17542.15,,,,,,,,,,,,,,,,,,,,,,17542.15,
[2F6] Otras aplicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G] Manufactura y utilización de otros productos,,,,,,,,,,,,,,,,,,,,,,,,,,,215112.43,215112.43,
[2G1] Equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,215112.43,215112.43,
[2G2] SF6 y PFC de otros usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G3] N2O de usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H] Otros,36460.89,,,,,,,,,,,,,,,,,,,,,,,,,,,36460.89,
[2H1] Industria de la pulpa y el papel,36460.89,,,,,,,,,,,,,,,,,,,,,,,,,,,36460.89,
[2H2] Industria de la alimentación y las bebidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H3] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3] Agricultura,1464295.68,92916624.38,26976884.6,,,,,,,,,,,,,,,,,,,,,,,,,121357804.66,4043.33
[3A] Fermentación entérica,,74037671.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,74037671.0,
[3A1] Bovino,,69781371.0,,,,,,,,,,,,,,,,,,,,,,,,,,69781371.0,
[3A2] Ovinos,,1649504.0,,,,,,,,,,,,,,,,,,,,,,,,,,1649504.0,
[3A3] Porcinos,,366881.0,,,,,,,,,,,,,,,,,,,,,,,,,,366881.0,
[3A4a] Búfalos,,296812.0,,,,,,,,,,,,,,,,,,,,,,,,,,296812.0,
[3A4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3A4d] Caprino,,1397331.0,,,,,,,,,,,,,,,,,,,,,,,,,,1397331.0,
[3A4e] Caballos,,436818.0,,,,,,,,,,,,,,,,,,,,,,,,,,436818.0,
[3A4f] Mulas y asnos,,108954.0,,,,,,,,,,,,,,,,,,,,,,,,,,108954.0,
[3A4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B] Gestión del estiércol,,18038811.0,7309594.19,,,,,,,,,,,,,,,,,,,,,,,,,25348405.19,
[3B1] Bovino,,10906637.0,6014392.0,,,,,,,,,,,,,,,,,,,,,,,,,16921029.0,
[3B2] Ovinos,,36924.0,36843.0,,,,,,,,,,,,,,,,,,,,,,,,,73767.0,
[3B3] Porcinos,,5191109.0,439176.0,,,,,,,,,,,,,,,,,,,,,,,,,5630285.0,
[3B4a] Búfalos,,8730.0,29144.0,,,,,,,,,,,,,,,,,,,,,,,,,37874.0,
[3B4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[3B4d] Caprino,,38341.0,21033.0,,,,,,,,,,,,,,,,,,,,,,,,,59374.0,
[3B4e] Caballos,,41337.0,333291.0,,,,,,,,,,,,,,,,,,,,,,,,,374628.0,
[3B4f] Mulas y asnos,,10550.0,74226.0,,,,,,,,,,,,,,,,,,,,,,,,,84776.0,
[3B4g] Aves de corral,,1805183.0,361489.19,,,,,,,,,,,,,,,,,,,,,,,,,2166672.19,
[3B4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B5] Emisiones indirectas de los N2O de la gestión del estiércol,,,706609.84,,,,,,,,,,,,,,,,,,,,,,,,,706609.84,
[3C] Cultivo del arroz,,127180.64,,,,,,,,,,,,,,,,,,,,,,,,,,127180.64,
[3D1] Emisiones directas de los N2O de los suelos gestionados,,,12289653.2,,,,,,,,,,,,,,,,,,,,,,,,,12289653.2,
[3D2] Emisiones indirectas de los N2O de los suelos gestionados,,,6454584.68,,,,,,,,,,,,,,,,,,,,,,,,,6454584.68,
[3F] Emisiones de quemado de biomasa en tierras de cultivo,,712961.74,216442.69,,,,,,,,,,,,,,,,,,,,,,,,,929404.43,4043.33
[3G] Encalado,45010.15,,,,,,,,,,,,,,,,,,,,,,,,,,,45010.15,
[3H] aplicación de urea,1419285.53,,,,,,,,,,,,,,,,,,,,,,,,,,,1419285.53,
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",-183745744.72,299092.43,160999.7,,,,,,,,,,,,,,,,,,,,,,,,,-183285652.59,2296.44
[4A] Tierra forestales,-183721112.93,,,,,,,,,,,,,,,,,,,,,,,,,,,-183721112.93,
[4A1] Tierras forestales que permanecen como tal,-179946799.49,,,,,,,,,,,,,,,,,,,,,,,,,,,-179946799.49,
[4A2] Tierras convertidas a tierras forestales,-3774313.44,,,,,,,,,,,,,,,,,,,,,,,,,,,-3774313.44,
[4B] Tierra de cultivo,-10839251.45,,,,,,,,,,,,,,,,,,,,,,,,,,,-10839251.45,
[4B1] Tierras de cultivo que permanecen como tal,-19077248.42,,,,,,,,,,,,,,,,,,,,,,,,,,,-19077248.42,
[4B2] Tierras convertidas a tierras de cultivo,8237996.97,,,,,,,,,,,,,,,,,,,,,,,,,,,8237996.97,
[4C] Praderas,13459179.41,,,,,,,,,,,,,,,,,,,,,,,,,,,13459179.41,
[4C1] Praderas que permanecen como tal,-458089.91,,,,,,,,,,,,,,,,,,,,,,,,,,,-458089.91,
[4C2] Tierras convertidas en praderas,13917269.32,,,,,,,,,,,,,,,,,,,,,,,,,,,13917269.32,
[4D] Humedales,82841.66,,,,,,,,,,,,,,,,,,,,,,,,,,,82841.66,
[4D1] Humedales que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4D2] Tierras convertidas en humedales,82841.66,,,,,,,,,,,,,,,,,,,,,,,,,,,82841.66,
[4E] Asentamientos ,363729.15,,,,,,,,,,,,,,,,,,,,,,,,,,,363729.15,
[4E1] Asentamientos que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4E2] Tierras convertidas en asentamientos,363729.15,,,,,,,,,,,,,,,,,,,,,,,,,,,363729.15,
[4F] Otras tierras ,544614.7,,,,,,,,,,,,,,,,,,,,,,,,,,,544614.7,
[4F1] Otras tierras que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4F1] Tierras convertidas en otras tierras,544614.7,,,,,,,,,,,,,,,,,,,,,,,,,,,544614.7,
[4(IV)] Emisiones de GEI por quemado de biomasa,,299092.43,160999.7,,,,,,,,,,,,,,,,,,,,,,,,,460092.13,2296.44
[4(IV)A] Emisiones de quemado de biomasa en tierras forestales,,196334.1,72203.1,,,,,,,,,,,,,,,,,,,,,,,,,268537.2,1124.06
[4(IV)C] Emisiones de quemado de biomasa en tierras praderas,,102758.33,88796.6,,,,,,,,,,,,,,,,,,,,,,,,,191554.93,1172.38
[4(IV)H] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
[4G] Productos de madera recolectada,-3635745.26,,,,,,,,,,,,,,,,,,,,,,,,,,,-3635745.26,
[4H] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5] Residuos,1483393.88,44758683.68,4881170.68,,,,,,,,,,,,,,,,,,,,,,,,,51123248.24,1517.11
[5A] Eliminación de residuos sólidos,,22537685.14,,,,,,,,,,,,,,,,,,,,,,,,,,22537685.14,
[5A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,14497152.36,,,,,,,,,,,,,,,,,,,,,,,,,,14497152.36,
[5A2] Sitios no controlados de eliminación de residuos ,,5668679.87,,,,,,,,,,,,,,,,,,,,,,,,,,5668679.87,
[5A3] Tiraderos a cielo abierto para eliminación de residuos,,2371852.91,,,,,,,,,,,,,,,,,,,,,,,,,,2371852.91,
[5B] Tratamiento biológico de los residuos sólidos,,92796.01,65868.6,,,,,,,,,,,,,,,,,,,,,,,,,158664.6,
[5C] Incineración y quema a cielo abierto  de residuos,1483393.88,893275.84,198180.98,,,,,,,,,,,,,,,,,,,,,,,,,2574850.71,1517.11
[5C1] Incineración de residuos peligrosos industriales y biológico infeccioso,113561.44,192.674,3125.73,,,,,,,,,,,,,,,,,,,,,,,,,116879.85,
[5C2] Quema a cielo abierto de residuos sólidos,1369832.44,893083.16,195055.25,,,,,,,,,,,,,,,,,,,,,,,,,2457970.86,1517.11
[5D] Tratamiento y eliminación de aguas residuales,,21234926.69,4617121.11,,,,,,,,,,,,,,,,,,,,,,,,,25852047.8,
[5D1] Tratamiento y eliminación de aguas residuales municipales,,4206709.9,2261009.35,,,,,,,,,,,,,,,,,,,,,,,,,6467719.25,
[5D2] Tratamiento y eliminación de aguas residuales industriales,,17028216.79,2356111.76,,,,,,,,,,,,,,,,,,,,,,,,,19384328.55,
[5E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMISIONES NETAS (t de CO2e),553075390.2,162994774.73,35566820.88,447.516,820033.07,17542.15,23630.98,286.496,6267306.75,7295438.73,187784.93,495597.14,462335.57,26662.98,60393.22,4774.23,486.463,1477369.64,1.466,22404.69,2343.35,192.721,0.002,68.963,0.001,1967.66,217012.25,769021066.78,71742.93
Bunkers,5246167.29,1011.46,38291.07,,,,,,,,,,,,,,,,,,,,,,,,,5285469.82,74.217
Aviación internacional,5246167.29,1011.46,38291.07,,,,,,,,,,,,,,,,,,,,,,,,,5285469.82,74.217
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,34011182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,34011182.0,
