categoria_fuente_subfuente_emision,CO2,CH4,N2O,HFC_23,HFC_410A,HFC_43_10mee,HFC_125,HFC_134,HFC_134a,HFC_404A,HFC_407C,HFC_245fa,HFC_152a,HFC_227ea,HFC_236fa,HFC_365mfc_227ea,HFC_365mfc,HFC_507a,HFC_32,CF4,C2F6,C3F8,C4F6,c_C4F8,C5F8,NF3,SF6,emisiones_tCO2e,emision_neta_carbono_negro_t
[1A2g] Equipo de transporte,236039.58,121.95,134.417,,,,,,,,,,,,,,,,,,,,,,,,,236295.95,0.637
[1A2h] Maquinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A2i] Minería (con excepción de combustibles) y cantería,6872879.73,6845.9,12684.59,,,,,,,,,,,,,,,,,,,,,,,,,6892410.21,196.13
[1A2j] Madera y productos de la madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A2k] Construcción,352087.77,405.972,768.447,,,,,,,,,,,,,,,,,,,,,,,,,353262.19,1.56
[1A2l] Textiles y cueros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A2m] Industria no especificada,12994438.31,66888.75,88061.28,,,,,,,,,,,,,,,,,,,,,,,,,13149388.33,1024.93
1A2mi Fabricación de vidrio y productos de vidrio,1525128.98,899.8,1123.65,,,,,,,,,,,,,,,,,,,,,,,,,1527152.43,11.977
1A2mii Fabricación de productos de hule,247672.5,184.364,282.21,,,,,,,,,,,,,,,,,,,,,,,,,248139.08,2.923
1A2miii Otras ramas,11221636.82,65804.58,86655.42,,,,,,,,,,,,,,,,,,,,,,,,,11374096.83,1010.03
[1A3] Transporte,101590208.82,371137.46,2438085.86,,,,,,,,,,,,,,,,,,,,,,,,,104399432.14,19335.26
[1A3a] Aviación civil,4469913.86,861.821,32626.06,,,,,,,,,,,,,,,,,,,,,,,,,4503401.74,63.3
[1A3b] Autotransporte,93550599.95,362631.87,2209048,,,,,,,,,,,,,,,,,,,,,,,,,96122279.83,19151.37
[1A3c] Ferrocarriles,1762332.98,2810.99,183343.59,,,,,,,,,,,,,,,,,,,,,,,,,1948487.56,41.56
[1A3d] Navegación marítima y fluvial,1807362.03,4832.77,13068.21,,,,,,,,,,,,,,,,,,,,,,,,,1825263.01,79.03
[1A3e] Otro transporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1A4] Otros sectores,31224053.35,312815.04,320119.2,,,,,,,,,,,,,,,,,,,,,,,,,31856987.59,35919.26
[1A4a] Comercial/institucional,3995660.94,8912.97,1867.3,,,,,,,,,,,,,,,,,,,,,,,,,4006441.21,2006.61
[1A4b] Residencial,21832385.83,283275.59,306600.49,,,,,,,,,,,,,,,,,,,,,,,,,22422261.91,33831.89
[1A4c] Agropecuario/silvicultura/pesca/piscifactorías,5396006.58,20626.48,11651.41,,,,,,,,,,,,,,,,,,,,,,,,,5428284.47,80.76
[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,18460128.6,21307233.55,29356.38,,,,,,,,,,,,,,,,,,,,,,,,,39796718.53,6640.22
[1B1] Combustibles sólidos,93787.12,3298770.15,,,,,,,,,,,,,,,,,,,,,,,,,,3392557.27,
[1B1a] Minería carbonífera y manejo del carbón,93787.12,3298770.15,,,,,,,,,,,,,,,,,,,,,,,,,,3392557.27,
[1B1ai] Minas subterráneas,89318.6,3164162.52,,,,,,,,,,,,,,,,,,,,,,,,,,3253481.12,
[1B1aii] Minas superficie,4468.52,134607.63,,,,,,,,,,,,,,,,,,,,,,,,,,139076.15,
[1B1b] Combustión espontánea y vertederos para quema de carbón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1B2] Petróleo y gas natural,18366341.48,18008463.4,29356.38,,,,,,,,,,,,,,,,,,,,,,,,,36404161.26,6640.22
[1B2a] Petróleo,16193817.01,15288305.26,29334.66,,,,,,,,,,,,,,,,,,,,,,,,,31511456.93,
1B2ai Venteo petróleo,6190342.74,6124780.79,,,,,,,,,,,,,,,,,,,,,,,,,,12315123.52,
1B2aii Quemado petróleo,9960310.46,9103078.72,29334.66,,,,,,,,,,,,,,,,,,,,,,,,,19092723.84,6640.22
1B2aiii Otras fugitivas petróleo,43163.82,60445.76,,,,,,,,,,,,,,,,,,,,,,,,,,103609.57,
[1B2b] Gas natural,2172524.47,2720158.14,21.72,,,,,,,,,,,,,,,,,,,,,,,,,4892704.33,
1B2bi Venteo gas natural,1981759.12,1092747.39,,,,,,,,,,,,,,,,,,,,,,,,,,3074506.51,
1B2bii Quemado gas natural,189031.13,3528.36,21.72,,,,,,,,,,,,,,,,,,,,,,,,,192581.21,
1B2biii Otras fugitivas gas natural,1734.22,1623882.39,,,,,,,,,,,,,,,,,,,,,,,,,,1625616.61,
[2] Procesos industriales y uso de productos,36719520.91,254861.78,1592750.7,1632008.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325761.07,86921.83,0,0,0,0,0,65246.11,40677071.04,
[2A] Industria de los minerales,17321689.84,,,,,,,,,,,,,,,,,,,,,,,,,,,17321689.84,
[2A1] Producción de cemento,12051644.83,,,,,,,,,,,,,,,,,,,,,,,,,,,12051644.83,
[2A2] Producción de cal,2364688.75,,,,,,,,,,,,,,,,,,,,,,,,,,,2364688.75,
[2A3] Producción de vidrio,465271.66,,,,,,,,,,,,,,,,,,,,,,,,,,,465271.66,
[2A4] Otros usos de carbonatos,2440084.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2440084.6,
[2A5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2B] Industria química,5298137.61,254861.78,1592750.7,1632008.64,,,,,,,,,,,,,,,,,,,,,,,,8777758.73,
[2B1] Producción de amoniaco,2996072.69,,,,,,,,,,,,,,,,,,,,,,,,,,,2996072.69,
[2B2] Producción de ácido nítrico,,,1411443,,,,,,,,,,,,,,,,,,,,,,,,,1411443,
[2B3] Producción de ácido adípico,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"[2B4] Producción de caprolactama, glioxil y ácido glioxílico",,,181307.7,,,,,,,,,,,,,,,,,,,,,,,,,181307.7,
[2B5] Producción de carburo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2B6] Producción de dióxido de titanio,115237.32,,,,,,,,,,,,,,,,,,,,,,,,,,,115237.32,
[2B7] Producción de ceniza de sosa,40020,,,,,,,,,,,,,,,,,,,,,,,,,,,40020,
[2B8] Producción petroquímica y negro de humo,2146807.61,254861.78,,,,,,,,,,,,,,,,,,,,,,,,,,2401669.38,
[2B9] Producción fluoroquímica,,,,1632008.64,,,,,,,,,,,,,,,,,,,,,,,,1632008.64,
[2B10] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2C] Industria de los metales,13825884.52,0,,,,,,,,,,,,,,,,,,325761.07,86921.83,,,,,,,14238567.42,
[2C1] Producción de hierro y acero,13317416.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,13317416.07,
[2C2] Producción de ferroaleaciones,311601.8,,,,,,,,,,,,,,,,,,,,,,,,,,,311601.8,
[2C3] Producción de aluminio,98268.8,,,,,,,,,,,,,,,,,,,325761.07,86921.83,,,,,,,510951.7,
[2C4] Producción de magnesio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C5] Producción de plomo,98597.85,,,,,,,,,,,,,,,,,,,,,,,,,,,98597.85,
[2C6] Producción de zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2C7] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D] Uso de productos no energéticos de combustibles y de solvente,273808.94,,,,,,,,,,,,,,,,,,,,,,,,,,,273808.94,
[2D1] Uso de lubricantes,214498.39,,,,,,,,,,,,,,,,,,,,,,,,,,,214498.39,
[2D2] Uso de la cera de parafina,59310.55,,,,,,,,,,,,,,,,,,,,,,,,,,,59310.55,
[2D3] Uso de solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2D4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E] Industria electrónica,,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
[2E1] Circuitos integrados o semiconductores,,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
[2E2] Pantalla plana tipo TFT,,,0,,,,,,,,,,,,,,,,,0,,,,0,,0,0,0,
[2E3] Células fotovoltaicas,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,
[2E4] Fluido de transferencia térmica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2E5] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,
[2F1] Refrigeración y aire acondicionado,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2F2] Agentes espumantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2F3] Protección contra incendios,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2F4] Aerosoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2F5] Solventes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2F6] Otras aplicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G] Manufactura y utilización de otros productos,,,,,,,,,,,,,,,,,,,,,,,,,,,65246.11,65246.11,
[2G1] Equipos eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,65246.11,65246.11,
[2G2] SF6 y PFC de otros usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G3] N2O de usos de productos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2G4] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H] Otros,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2H1] Industria de la pulpa y el papel,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[2H2] Industria de la alimentación y las bebidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2H3] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3] Agricultura,782027.53,81387998.29,19067449.16,,,,,,,,,,,,,,,,,,,,,,,,,101237474.98,3247.54
[3A] Fermentación entérica,,65522695,0,,,,,,,,,,,,,,,,,,,,,,,,,65522695,
[3A1] Bovino,,60708852,,,,,,,,,,,,,,,,,,,,,,,,,,60708852,
[3A2] Ovinos,,1160045,,,,,,,,,,,,,,,,,,,,,,,,,,1160045,
[3A3] Porcinos,,385520,,,,,,,,,,,,,,,,,,,,,,,,,,385520,
[3A4a] Búfalos,,16854,,,,,,,,,,,,,,,,,,,,,,,,,,16854,
[3A4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3A4d] Caprino,,1526844,,,,,,,,,,,,,,,,,,,,,,,,,,1526844,
[3A4e] Caballos,,1215644,,,,,,,,,,,,,,,,,,,,,,,,,,1215644,
[3A4f] Mulas y asnos,,508936,,,,,,,,,,,,,,,,,,,,,,,,,,508936,
[3A4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B] Gestión del estiércol,,15075304,5806717.37,,,,,,,,,,,,,,,,,,,,,,,,,20882021.37,
[3B1] Bovino,,7691668,3886828,,,,,,,,,,,,,,,,,,,,,,,,,11578496,
[3B2] Ovinos,,26808,25120,,,,,,,,,,,,,,,,,,,,,,,,,51928,
[3B3] Porcinos,,6104269,378811,,,,,,,,,,,,,,,,,,,,,,,,,6483080,
[3B4a] Búfalos,,496,1655,,,,,,,,,,,,,,,,,,,,,,,,,2151,
[3B4b] Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[3B4d] Caprino,,42689,22922,,,,,,,,,,,,,,,,,,,,,,,,,65611,
[3B4e] Caballos,,117006,927534,,,,,,,,,,,,,,,,,,,,,,,,,1044540,
[3B4f] Mulas y asnos,,49091,358825,,,,,,,,,,,,,,,,,,,,,,,,,407916,
[3B4g] Aves de corral,,1043277,205022.37,,,,,,,,,,,,,,,,,,,,,,,,,1248299.37,
[3B4h] Otros  (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3B5] Emisiones indirectas de los N2O de la gestión del estiércol,,,1671894.05,,,,,,,,,,,,,,,,,,,,,,,,,1671894.05,
[3C] Cultivo del arroz,,241037.32,,,,,,,,,,,,,,,,,,,,,,,,,,241037.32,
[3D1] Emisiones directas de los N2O de los suelos gestionados,,,7274397.78,,,,,,,,,,,,,,,,,,,,,,,,,7274397.78,
[3D2] Emisiones indirectas de los N2O de los suelos gestionados,,,4148049.24,,,,,,,,,,,,,,,,,,,,,,,,,4148049.24,
[3F] Emisiones de quemado de biomasa en tierras de cultivo,,548961.97,166390.73,,,,,,,,,,,,,,,,,,,,,,,,,715352.7,3247.54
[3G] Encalado,32667.22,,,,,,,,,,,,,,,,,,,,,,,,,,,32667.22,
[3H] aplicación de urea,749360.31,,,,,,,,,,,,,,,,,,,,,,,,,,,749360.31,
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",-195857846.09,624423.96,239223.39,,,,,,,,,,,,,,,,,,,,,,,,,-194994198.74,2329.89
[4A] Tierra forestales,-187250004.47,,,,,,,,,,,,,,,,,,,,,,,,,,,-187250004.47,
[4A1] Tierras forestales que permanecen como tal,-187031015.75,,,,,,,,,,,,,,,,,,,,,,,,,,,-187031015.75,
[4A2] Tierras convertidas a tierras forestales,-218988.72,,,,,,,,,,,,,,,,,,,,,,,,,,,-218988.72,
[4B] Tierra de cultivo,-13797922.29,,,,,,,,,,,,,,,,,,,,,,,,,,,-13797922.29,
[4B1] Tierras de cultivo que permanecen como tal,-14898318.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-14898318.16,
[4B2] Tierras convertidas a tierras de cultivo,1100395.87,,,,,,,,,,,,,,,,,,,,,,,,,,,1100395.87,
[4C] Praderas,5011854.63,,,,,,,,,,,,,,,,,,,,,,,,,,,5011854.63,
[4C1] Praderas que permanecen como tal,-498044.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-498044.9,
[4C2] Tierras convertidas en praderas,5509899.52,,,,,,,,,,,,,,,,,,,,,,,,,,,5509899.52,
[4D] Humedales,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[4D1] Humedales que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4D2] Tierras convertidas en humedales,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[4E] Asentamientos ,67356.07,,,,,,,,,,,,,,,,,,,,,,,,,,,67356.07,
[4E1] Asentamientos que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4E2] Tierras convertidas en asentamientos,67356.07,,,,,,,,,,,,,,,,,,,,,,,,,,,67356.07,
[4F] Otras tierras ,67356.07,,,,,,,,,,,,,,,,,,,,,,,,,,,67356.07,
[4F1] Otras tierras que permanecen como tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4F1] Tierras convertidas en otras tierras,67356.07,,,,,,,,,,,,,,,,,,,,,,,,,,,67356.07,
[4(IV)] Emisiones de GEI por quemado de biomasa,,624423.96,239223.39,,,,,,,,,,,,,,,,,,,,,,,,,863647.35,2329.89
[4(IV)A] Emisiones de quemado de biomasa en tierras forestales,,598647.87,216949.48,,,,,,,,,,,,,,,,,,,,,,,,,815597.35,2073.49
[4(IV)C] Emisiones de quemado de biomasa en tierras praderas,,25776.09,22273.91,,,,,,,,,,,,,,,,,,,,,,,,,48050,256.394
[4(IV)H] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
[4G] Productos de madera recolectada,43513.91,,,,,,,,,,,,,,,,,,,,,,,,,,,43513.91,
[4H] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5] Residuos,442009.55,19236015.59,5285872.02,,,,,,,,,,,,,,,,,,,,,,,,,24963897.16,1363.52
[5A] Eliminación de residuos sólidos,,3703989.2,,,,,,,,,,,,,,,,,,,,,,,,,,3703989.2,
[5A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,2033195.84,,,,,,,,,,,,,,,,,,,,,,,,,,2033195.84,
[5A2] Sitios no controlados de eliminación de residuos ,,1269855.69,,,,,,,,,,,,,,,,,,,,,,,,,,1269855.69,
[5A3] Tiraderos a cielo abierto para eliminación de residuos,,400937.67,,,,,,,,,,,,,,,,,,,,,,,,,,400937.67,
[5B] Tratamiento biológico de los residuos sólidos,,97119.97,68937.84,,,,,,,,,,,,,,,,,,,,,,,,,166057.81,
[5C] Incineración y quema a cielo abierto  de residuos,442009.55,1020591.41,222906.15,,,,,,,,,,,,,,,,,,,,,,,,,1685507.1,1363.52
[5C1] Incineración de residuos peligrosos industriales y biológico infeccioso,71.336,0.145,2.291,,,,,,,,,,,,,,,,,,,,,,,,,73.772,
[5C2] Quema a cielo abierto de residuos sólidos,441938.21,1020591.26,222903.86,,,,,,,,,,,,,,,,,,,,,,,,,1685433.33,1363.524159
[5D] Tratamiento y eliminación de aguas residuales,,14414315.01,4994028.03,,,,,,,,,,,,,,,,,,,,,,,,,19408343.04,
[5D1] Tratamiento y eliminación de aguas residuales municipales,,4505683.69,3623018.77,,,,,,,,,,,,,,,,,,,,,,,,,8128702.46,
[5D2] Tratamiento y eliminación de aguas residuales industriales,,9908631.32,1371009.25,,,,,,,,,,,,,,,,,,,,,,,,,11279640.58,
[5E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMISIONES NETAS (t de CO2e),350326373.29,123069471.16,29101551.41,1632008.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325761.07,86921.83,0,0,0,0,0,65246.11,504607333.5,83354.65
Bunkers,2105843.53,406.018,15370.68,,,,,,,,,,,,,,,,,,,,,,,,,2121620.23,31.52
Aviación internacional,2105843.53,406.018,15370.68,,,,,,,,,,,,,,,,,,,,,,,,,2121620.23,31.52
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,35675183,,,,,,,,,,,,,,,,,,,,,,,,,,,35675183,
